,accuracy,n_features,kind,removed_feature
580,1.0,256,cluster_0,AH_sF4_max
581,1.0,256,cluster_1,D_avg_dur
582,1.0,256,cluster_2,UW_sF2_max
583,1.0,256,cluster_3,AH_sF4_mean
584,1.0,256,cluster_4,W_avg_dur
585,1.0,255,cluster_0,EH_sF3_mean_dist
586,1.0,255,cluster_1,AE_sF2_mean_dist
587,1.0,255,cluster_2,AH_sF4_mean_dist
588,1.0,255,cluster_3,IH_sF3_mean
589,1.0,255,cluster_4,IH_sF4_mean
590,1.0,254,cluster_0,IY_sF2_mean
591,1.0,254,cluster_1,spectral_Z_kurt
592,1.0,254,cluster_2,spectral_V_cog
593,1.0,254,cluster_3,EY_sF2_mean_third
594,1.0,254,cluster_4,AH_sF1_max
595,1.0,253,cluster_0,UW_sF2_mean
596,1.0,253,cluster_1,Y_avg_dur
597,1.0,253,cluster_2,spectral_V_skew
598,1.0,253,cluster_3,spectral_V_duration
599,1.0,253,cluster_4,AH_sF2_mean_dist
600,1.0,252,cluster_0,spectral_S_skew
601,1.0,252,cluster_1,AY_avg_dur
602,1.0,252,cluster_2,HH_avg_dur
603,1.0,252,cluster_3,EH_avg_dur
604,1.0,252,cluster_4,AH_sF1_mean
605,1.0,251,cluster_0,EH_sF3_max
606,1.0,251,cluster_1,IY_avg_dur
607,1.0,251,cluster_2,AH_sF2_mean
608,1.0,251,cluster_3,EY_sF3_mean_third
609,1.0,251,cluster_4,N_avg_dur
610,1.0,250,cluster_0,IH_sF1_mean
611,1.0,250,cluster_1,AH_sF1_max
612,1.0,250,cluster_2,AE_avg_dur
613,1.0,250,cluster_3,EY_sF3_mean_first
614,1.0,250,cluster_4,EH_sF3_max
615,1.0,249,cluster_0,spectral_F_kurt
616,1.0,249,cluster_1,T_avg_dur
617,1.0,249,cluster_2,UW_sF3_mean_dist
618,1.0,249,cluster_3,B_avg_dur
619,1.0,249,cluster_4,EH_sF4_min
620,1.0,248,cluster_0,R_avg_dur
621,1.0,248,cluster_1,M_avg_dur
622,1.0,248,cluster_2,IH_sF3_mean_dist
623,1.0,248,cluster_3,AO_sF4_min
624,1.0,248,cluster_4,AY_sF4_mean_third
625,1.0,247,cluster_0,spectral_F_duration
626,1.0,247,cluster_1,IY_sF3_mean_dist
627,1.0,247,cluster_2,AE_sF4_max
628,1.0,247,cluster_3,AO_sF3_mean
629,1.0,247,cluster_4,UW_sF2_max
630,1.0,246,cluster_0,IH_avg_dur
631,1.0,246,cluster_1,N_avg_dur
632,1.0,246,cluster_2,spectral_DH_cog
633,1.0,246,cluster_3,AH_sF2_mean
634,1.0,246,cluster_4,spectral_S_duration
635,1.0,245,cluster_0,AH_sF3_min
636,1.0,245,cluster_1,AE_avg_dur
637,1.0,245,cluster_2,AE_sF1_max
638,1.0,245,cluster_3,AY_sF4_mean_third
639,1.0,245,cluster_4,T_avg_dur
640,1.0,244,cluster_0,vowel_avg_dur
641,1.0,244,cluster_1,R_avg_dur
642,1.0,244,cluster_2,AE_sF2_max
643,1.0,244,cluster_3,AY_sF3_min_third
644,1.0,244,cluster_4,EH_sF3_mean_dist
645,1.0,243,cluster_0,AH_sF3_mean_dist
646,1.0,243,cluster_1,IY_sF1_min
647,1.0,243,cluster_2,AE_sF1_min
648,1.0,243,cluster_3,AY_sF4_mean_first
649,1.0,243,cluster_4,AO_sF2_min
650,1.0,242,cluster_0,G_avg_dur
651,1.0,242,cluster_1,spectral_Z_duration
652,1.0,242,cluster_2,IH_sF4_mean_dist
653,1.0,242,cluster_3,spectral_DH_kurt
654,1.0,242,cluster_4,EH_avg_dur
655,1.0,241,cluster_0,IH_sF1_min
656,1.0,241,cluster_1,AH_sF2_mean_dist
657,1.0,241,cluster_2,AH_sF2_min
658,1.0,241,cluster_3,AE_sF1_mean
659,1.0,241,cluster_4,AO_sF2_mean
660,1.0,240,cluster_0,spectral_DH_sdev
661,1.0,240,cluster_1,spectral_DH_intensity
662,1.0,240,cluster_2,spectral_DH_duration
663,1.0,240,cluster_3,AH_sF2_max
664,1.0,240,cluster_4,UW_sF4_mean_dist
665,1.0,239,cluster_0,spectral_TH_duration
666,1.0,239,cluster_1,spectral_TH_duration
667,1.0,239,cluster_2,IH_sF1_mean_dist
668,1.0,239,cluster_3,AE_sF4_max
669,1.0,239,cluster_4,EH_sF4_mean_dist
670,1.0,238,cluster_0,W_avg_dur
671,1.0,238,cluster_1,W_avg_dur
672,1.0,238,cluster_2,IH_avg_dur
673,1.0,238,cluster_3,AY_sF3_min_first
674,1.0,238,cluster_4,spectral_S_kurt
675,1.0,237,cluster_0,spectral_Z_cog
676,1.0,237,cluster_1,AE_sF2_min
677,1.0,237,cluster_2,IY_sF1_max
678,1.0,237,cluster_3,IY_sF4_max
679,1.0,237,cluster_4,AO_sF4_max
680,1.0,236,cluster_0,OW_sF3_max_third
681,1.0,236,cluster_1,spectral_DH_kurt
682,1.0,236,cluster_2,F0_std
683,1.0,236,cluster_3,spectral_S_cog
684,1.0,236,cluster_4,AO_sF1_mean
685,1.0,235,cluster_0,IY_sF2_min
686,1.0,235,cluster_1,B_avg_dur
687,1.0,235,cluster_2,UW_sF4_max
688,1.0,235,cluster_3,AE_sF2_mean_dist
689,1.0,235,cluster_4,spectral_V_sdev
690,1.0,234,cluster_0,OW_sF3_mean_first
691,1.0,234,cluster_1,UW_sF2_max
692,1.0,234,cluster_2,NG_avg_dur
693,1.0,234,cluster_3,AO_sF1_min
694,1.0,234,cluster_4,spectral_V_duration
695,1.0,233,cluster_0,OW_sF3_max_first
696,1.0,233,cluster_1,UW_sF4_max
697,1.0,233,cluster_2,AE_sF2_mean_dist
698,1.0,233,cluster_3,AH_sF1_mean
699,1.0,233,cluster_4,EH_sF2_max
700,1.0,232,cluster_0,OW_sF3_mean_third
701,1.0,232,cluster_1,UW_sF3_min
702,1.0,232,cluster_2,F0_range
703,1.0,232,cluster_3,IY_sF1_mean
704,1.0,232,cluster_4,EH_sF1_mean_dist
705,1.0,231,cluster_0,spectral_TH_intensity
706,1.0,231,cluster_1,L_avg_dur
707,1.0,231,cluster_2,R_avg_dur
708,1.0,231,cluster_3,IY_sF4_min
709,1.0,231,cluster_4,EH_sF1_min
710,1.0,230,cluster_0,spectral_Z_intensity
711,1.0,230,cluster_1,spectral_F_sdev
712,1.0,230,cluster_2,IY_avg_dur
713,1.0,230,cluster_3,AY_sF3_mean_first
714,1.0,230,cluster_4,EH_sF1_mean
715,1.0,229,cluster_0,AY_avg_dur
716,1.0,229,cluster_1,AH_sF3_mean_dist
717,1.0,229,cluster_2,AH_sF2_mean_dist
718,1.0,229,cluster_3,AH_sF4_max
719,1.0,229,cluster_4,spectral_S_intensity
720,1.0,228,cluster_0,IY_sF1_max
721,1.0,228,cluster_1,spectral_SH_kurt
722,1.0,228,cluster_2,percent_creak
723,1.0,228,cluster_3,spectral_Z_skew
724,1.0,228,cluster_4,spectral_F_intensity
725,1.0,227,cluster_0,HH_avg_dur
726,1.0,227,cluster_1,P_avg_dur
727,1.0,227,cluster_2,T_avg_dur
728,1.0,227,cluster_3,IY_sF2_mean
729,1.0,227,cluster_4,EH_sF1_max
730,1.0,226,cluster_0,IY_sF3_mean_dist
731,1.0,226,cluster_1,UW_sF4_mean
732,1.0,226,cluster_2,IY_sF2_max
733,1.0,226,cluster_3,IH_sF4_mean_dist
734,1.0,226,cluster_4,P_avg_dur
735,1.0,225,cluster_0,spectral_Z_kurt
736,1.0,225,cluster_1,UW_sF3_mean
737,1.0,225,cluster_2,IY_sF3_mean_dist
738,1.0,225,cluster_3,AE_sF2_max
739,1.0,225,cluster_4,spectral_F_kurt
740,1.0,224,cluster_0,IY_sF2_mean_dist
741,1.0,224,cluster_1,UW_sF3_max
742,1.0,224,cluster_2,IY_sF4_mean_dist
743,1.0,224,cluster_3,spectral_DH_skew
744,1.0,224,cluster_4,spectral_F_duration
745,1.0,223,cluster_0,spectral_S_kurt
746,1.0,223,cluster_1,spectral_F_cog
747,1.0,223,cluster_2,EH_sF3_max
748,1.0,223,cluster_3,AE_sF2_mean
749,1.0,223,cluster_4,spectral_F_skew
750,1.0,222,cluster_0,spectral_S_duration
751,1.0,222,cluster_1,EY_sF3_min_first
752,1.0,222,cluster_2,spectral_Z_intensity
753,1.0,222,cluster_3,AY_sF3_mean_third
754,1.0,222,cluster_4,spectral_F_cog
755,1.0,221,cluster_0,AY_sF2_min_first
756,1.0,221,cluster_1,UW_sF1_max
757,1.0,221,cluster_2,IY_sF2_mean
758,1.0,221,cluster_3,AE_avg_dur
759,1.0,221,cluster_4,spectral_F_sdev
760,1.0,220,cluster_0,spectral_Z_skew
761,1.0,220,cluster_1,spectral_F_duration
762,1.0,220,cluster_2,IY_sF2_min
763,1.0,220,cluster_3,AY_sF2_max_third
764,0.9808237908049906,220,cluster_4,rando
765,1.0,219,cluster_0,spectral_S_cog
766,1.0,219,cluster_1,spectral_SH_intensity
767,1.0,219,cluster_2,AA_sF1_min
768,1.0,219,cluster_3,AY_sF2_mean_first
769,0.9818150743462656,219,cluster_4,D_avg_dur
770,1.0,218,cluster_0,M_avg_dur
771,1.0,218,cluster_1,spectral_SH_cog
772,1.0,218,cluster_2,AY_avg_dur
773,1.0,218,cluster_3,IY_sF4_mean
774,0.9688258417364554,218,cluster_4,rando_baseline_z_score
775,1.0,217,cluster_0,spectral_Z_sdev
776,1.0,217,cluster_1,HH_avg_dur
777,1.0,217,cluster_2,AY_sF3_max_first
778,1.0,217,cluster_3,AY_sF2_mean_third
779,0.96872329516322,217,cluster_4,AE_sF4_mean_dist
780,1.0,216,cluster_0,spectral_Z_duration
781,1.0,216,cluster_1,spectral_F_skew
782,1.0,216,cluster_2,AY_sF3_mean_third
783,1.0,216,cluster_3,AY_sF3_max_third
784,0.96872329516322,216,cluster_4,AE_sF3_mean
785,1.0,215,cluster_0,spectral_S_sdev
786,1.0,215,cluster_1,spectral_DH_skew
787,1.0,215,cluster_2,AY_sF3_max_third
788,1.0,215,cluster_3,AY_sF1_min_third
789,0.96872329516322,215,cluster_4,HH_avg_dur
790,0.9844812852503846,214,cluster_0,rando
791,1.0,214,cluster_1,UW_sF4_mean_dist
792,1.0,214,cluster_2,AY_sF3_mean_first
793,1.0,214,cluster_3,AY_sF3_max_first
794,0.9697487608955734,214,cluster_4,AA_avg_dur
795,0.9831823619894036,213,cluster_0,rando_baseline_z_score
796,1.0,213,cluster_1,UW_sF4_min
797,1.0,213,cluster_2,P_avg_dur
798,1.0,213,cluster_3,AY_sF2_max_first
799,0.9697487608955734,213,cluster_4,AY_sF4_mean_first
800,0.9841394633396001,212,cluster_0,NG_avg_dur
801,1.0,212,cluster_1,spectral_F_intensity
802,1.0,212,cluster_2,ER_avg_dur
803,1.0,212,cluster_3,AY_avg_dur
804,0.9697487608955734,212,cluster_4,UW_sF3_mean
805,0.9841394633396001,211,cluster_0,L_avg_dur
806,1.0,211,cluster_1,AE_sF1_min
807,1.0,211,cluster_2,AY_sF3_min_first
808,1.0,211,cluster_3,AY_sF1_min_first
809,0.9697487608955734,211,cluster_4,UW_sF1_mean_dist
810,0.9841394633396001,210,cluster_0,percent_creak
811,1.0,210,cluster_1,AY_sF2_max_first
812,1.0,210,cluster_2,AY_sF3_min_third
813,1.0,210,cluster_3,IY_sF1_max
814,0.9697487608955734,210,cluster_4,UW_sF2_mean_dist
815,0.9845838318236199,209,cluster_0,AY_sF2_min_third
816,1.0,209,cluster_1,spectral_DH_cog
817,1.0,209,cluster_2,IY_sF1_mean_dist
818,1.0,209,cluster_3,IY_sF3_mean
819,0.9697487608955734,209,cluster_4,UW_sF4_max
820,0.9845838318236199,208,cluster_0,AY_sF4_mean_first
821,1.0,208,cluster_1,spectral_SH_skew
822,1.0,208,cluster_2,M_avg_dur
823,1.0,208,cluster_3,AY_sF4_max_first
824,0.9697487608955734,208,cluster_4,AY_sF4_min_first
825,0.9845838318236199,207,cluster_0,Y_avg_dur
826,1.0,207,cluster_1,spectral_SH_duration
827,0.9842761921039138,207,cluster_2,rando
828,1.0,207,cluster_3,AY_sF4_max_third
829,0.9697487608955734,207,cluster_4,AY_sF4_min_third
830,0.9845838318236199,206,cluster_0,AY_sF4_mean_third
831,1.0,206,cluster_1,spectral_SH_sdev
832,0.9853016578362673,206,cluster_2,rando_baseline_z_score
833,1.0,206,cluster_3,spectral_TH_skew
834,0.9697487608955734,206,cluster_4,UW_sF3_mean_dist
835,0.9845838318236199,205,cluster_0,IY_avg_dur
836,1.0,205,cluster_1,spectral_F_kurt
837,0.9846521962057768,205,cluster_2,EH_sF2_min
838,1.0,205,cluster_3,G_avg_dur
839,0.9697487608955734,205,cluster_4,UW_sF2_min
840,0.9688600239275338,204,cluster_0,UW_sF4_mean_dist
841,1.0,204,cluster_1,spectral_DH_sdev
842,0.9846521962057768,204,cluster_2,AO_sF4_mean
843,1.0,204,cluster_3,spectral_TH_kurt
844,0.9697487608955734,204,cluster_4,UW_avg_dur
845,0.9688600239275338,203,cluster_0,UW_sF2_max
846,1.0,203,cluster_1,AE_sF4_mean_dist
847,0.9846521962057768,203,cluster_2,EY_sF1_mean_first
848,1.0,203,cluster_3,IY_sF3_min
849,0.9697487608955734,203,cluster_4,UW_sF3_min
850,0.9688600239275338,202,cluster_0,UW_sF3_max
851,1.0,202,cluster_1,AH_sF1_min
852,0.9846521962057768,202,cluster_2,AO_sF4_min
853,1.0,202,cluster_3,IY_avg_dur
854,0.9697487608955734,202,cluster_4,IY_sF3_mean
855,0.9688600239275338,201,cluster_0,AE_sF2_max
856,1.0,201,cluster_1,AH_sF1_mean_dist
857,0.9846521962057768,201,cluster_2,W_avg_dur
858,1.0,201,cluster_3,spectral_TH_intensity
859,0.9697487608955734,201,cluster_4,UW_sF2_mean
860,0.9688600239275338,200,cluster_0,OW_sF1_mean_third
861,1.0,200,cluster_1,AH_sF4_mean_dist
862,0.9846521962057768,200,cluster_2,EY_sF1_mean_third
863,1.0,200,cluster_3,percent_creak
864,0.9697487608955734,200,cluster_4,UW_sF4_mean
865,0.9688600239275338,199,cluster_0,OW_sF2_min_third
866,1.0,199,cluster_1,G_avg_dur
867,0.9846521962057768,199,cluster_2,AO_sF4_max
868,1.0,199,cluster_3,AH_sF1_min
869,0.9697487608955734,199,cluster_4,UW_sF1_mean
870,0.9688600239275338,198,cluster_0,OW_sF2_min_first
871,0.9856434797470518,198,cluster_1,rando
872,0.9846521962057768,198,cluster_2,spectral_S_sdev
873,1.0,198,cluster_3,spectral_DH_intensity
874,0.9697487608955734,198,cluster_4,UW_sF4_min
875,0.9688600239275338,197,cluster_0,OW_sF2_max_third
876,0.9845838318236199,197,cluster_1,AY_sF3_max_third
877,0.9846521962057768,197,cluster_2,spectral_S_kurt
878,1.0,197,cluster_3,spectral_Z_cog
879,0.9697487608955734,197,cluster_4,IY_sF2_mean_dist
880,0.9688600239275338,196,cluster_0,OW_sF2_mean_first
881,0.9845838318236199,196,cluster_1,AY_sF3_max_first
882,0.9846521962057768,196,cluster_2,G_avg_dur
883,1.0,196,cluster_3,L_avg_dur
884,0.9697487608955734,196,cluster_4,IY_avg_dur
885,0.9688600239275338,195,cluster_0,OW_sF2_mean_third
886,0.9845838318236199,195,cluster_1,AY_sF2_max_third
887,0.9846521962057768,195,cluster_2,EY_sF2_max_third
888,1.0,195,cluster_3,spectral_DH_cog
889,0.9697487608955734,195,cluster_4,IY_sF3_max
890,0.9688600239275338,194,cluster_0,OW_sF2_max_first
891,0.9845838318236199,194,cluster_1,AY_sF3_mean_third
892,0.9846521962057768,194,cluster_2,EY_sF3_min_first
893,1.0,194,cluster_3,spectral_DH_sdev
894,0.9697487608955734,194,cluster_4,IY_sF1_mean
895,0.9688600239275338,193,cluster_0,spectral_V_sdev
896,0.9845838318236199,193,cluster_1,AY_sF3_min_first
897,0.9846521962057768,193,cluster_2,EY_sF2_max_first
898,1.0,193,cluster_3,spectral_DH_duration
899,0.9697487608955734,193,cluster_4,AY_sF4_max_first
900,0.9688600239275338,192,cluster_0,spectral_V_kurt
901,0.9845838318236199,192,cluster_1,AY_sF3_mean_first
902,0.9846521962057768,192,cluster_2,EY_sF2_mean_third
903,0.984515467441463,192,cluster_3,rando
904,0.9697487608955734,192,cluster_4,AY_sF4_max_third
905,0.9688600239275338,191,cluster_0,OW_avg_dur
906,0.9845838318236199,191,cluster_1,AY_sF3_min_third
907,0.9846521962057768,191,cluster_2,EY_sF3_min_third
908,0.9846863783968552,191,cluster_3,R_avg_dur
909,0.9697487608955734,191,cluster_4,spectral_JH_sdev
910,0.9688600239275338,190,cluster_0,OW_sF1_min_third
911,0.9818150743462656,190,cluster_1,UW_sF2_min
912,0.9846521962057768,190,cluster_2,EY_sF2_mean_first
913,0.9846863783968552,190,cluster_3,P_avg_dur
914,0.9697487608955734,190,cluster_4,IY_sF3_min
915,0.9688600239275338,189,cluster_0,OW_sF3_min_first
916,0.9818150743462656,189,cluster_1,spectral_V_cog
917,0.9846521962057768,189,cluster_2,spectral_Z_kurt
918,0.9823619894035208,189,cluster_3,rando_baseline_z_score
919,0.9697487608955734,189,cluster_4,IY_sF1_min
920,0.9688600239275338,188,cluster_0,OW_sF3_min_third
921,0.9818150743462656,188,cluster_1,EH_sF3_min
922,0.9846521962057768,188,cluster_2,spectral_Z_sdev
923,0.9842761921039138,188,cluster_3,AE_sF1_max
924,0.9697487608955734,188,cluster_4,AY_sF1_min_third
925,0.9695436677491027,187,cluster_0,spectral_V_duration
926,0.9818150743462656,187,cluster_1,spectral_S_intensity
927,0.9846521962057768,187,cluster_2,EY_sF2_min_first
928,0.9842761921039138,187,cluster_3,AE_sF1_mean_dist
929,0.9697487608955734,187,cluster_4,AY_sF2_min_first
930,0.9695436677491027,186,cluster_0,spectral_V_cog
931,0.9818150743462656,186,cluster_1,spectral_S_duration
932,0.9846521962057768,186,cluster_2,EY_sF1_min_third
933,0.9842761921039138,186,cluster_3,spectral_S_skew
934,0.9697487608955734,186,cluster_4,AY_sF2_min_third
935,0.9695436677491027,185,cluster_0,spectral_V_intensity
936,0.9818150743462656,185,cluster_1,UW_sF2_mean_dist
937,0.9846521962057768,185,cluster_2,EY_sF1_min_first
938,0.9842761921039138,185,cluster_3,D_avg_dur
939,0.9697487608955734,185,cluster_4,AY_sF2_max_third
940,0.9542984105281148,184,cluster_0,AE_sF4_max
941,0.9818150743462656,184,cluster_1,spectral_S_kurt
942,0.9846521962057768,184,cluster_2,EY_sF2_min_third
943,0.9842761921039138,184,cluster_3,AO_sF2_mean
944,0.9697487608955734,184,cluster_4,AY_sF1_min_first
945,0.9542984105281148,183,cluster_0,AE_avg_dur
946,0.9818150743462656,183,cluster_1,UW_avg_dur
947,0.9846521962057768,183,cluster_2,spectral_Z_skew
948,0.9842761921039138,183,cluster_3,AO_sF2_min
949,0.9697487608955734,183,cluster_4,AY_sF2_mean_third
950,0.9542984105281148,182,cluster_0,AE_sF1_mean
951,0.9818150743462656,182,cluster_1,spectral_S_sdev
952,0.9846521962057768,182,cluster_2,spectral_Z_cog
953,0.9842761921039138,182,cluster_3,AO_avg_dur
954,0.9697487608955734,182,cluster_4,AY_sF2_mean_first
955,0.9542984105281148,181,cluster_0,UW_sF4_max
956,0.9818150743462656,181,cluster_1,UW_sF3_mean_dist
957,0.9846521962057768,181,cluster_2,spectral_Z_duration
958,0.9842761921039138,181,cluster_3,AO_sF4_max
959,0.9697487608955734,181,cluster_4,AY_sF2_max_first
960,0.9542984105281148,180,cluster_0,UW_sF3_min
961,0.9818150743462656,180,cluster_1,UW_sF1_mean
962,0.9849256537344043,180,cluster_2,EY_avg_dur
963,0.9842761921039138,180,cluster_3,AO_sF3_mean_dist
964,0.9697487608955734,180,cluster_4,IY_sF2_max
965,0.9542984105281148,179,cluster_0,AE_sF1_mean_dist
966,0.9818150743462656,179,cluster_1,UW_sF1_mean_dist
967,0.9693727567937105,179,cluster_2,B_avg_dur
968,0.9842761921039138,179,cluster_3,AO_sF3_min
969,0.9697487608955734,179,cluster_4,IY_sF3_mean_dist
970,0.9542984105281148,178,cluster_0,UW_sF2_mean_dist
971,0.9818150743462656,178,cluster_1,UW_sF1_min
972,0.9701247649974364,178,cluster_2,Y_avg_dur
973,0.9842761921039138,178,cluster_3,AO_sF4_mean
974,0.9697487608955734,178,cluster_4,IY_sF4_mean
975,0.9542984105281148,177,cluster_0,AO_sF4_max
976,0.9822594428302854,177,cluster_1,spectral_V_skew
977,0.9540249529994873,177,cluster_2,AO_sF2_mean
978,0.9842761921039138,177,cluster_3,AO_sF1_max
979,0.9697487608955734,177,cluster_4,IY_sF4_min
980,0.9542984105281148,176,cluster_0,UW_sF1_min
981,0.9822594428302854,176,cluster_1,spectral_V_kurt
982,0.9540249529994873,176,cluster_2,AO_sF1_mean_dist
983,0.9842761921039138,176,cluster_3,AO_sF2_mean_dist
984,0.9697487608955734,176,cluster_4,IY_sF1_mean_dist
985,0.9542984105281148,175,cluster_0,UW_sF4_min
986,0.9822594428302854,175,cluster_1,spectral_V_intensity
987,0.9540249529994873,175,cluster_2,AO_avg_dur
988,0.9842761921039138,175,cluster_3,AO_sF2_max
989,0.9697487608955734,175,cluster_4,IY_sF4_max
990,0.9542984105281148,174,cluster_0,UW_sF1_mean_dist
991,0.9822594428302854,174,cluster_1,spectral_V_sdev
992,0.9540249529994873,174,cluster_2,AO_sF1_max
993,0.9530678516492908,174,cluster_3,HH_avg_dur
994,0.9697487608955734,174,cluster_4,IY_sF2_mean
995,0.9542984105281148,173,cluster_0,UW_sF4_mean
996,0.9822594428302854,173,cluster_1,spectral_V_duration
997,0.9540249529994873,173,cluster_2,AO_sF1_min
998,0.9530678516492908,173,cluster_3,EH_sF1_max
999,0.9697487608955734,173,cluster_4,IY_sF2_min
1000,0.9542984105281148,172,cluster_0,UW_sF1_max
1001,0.9494787215860536,172,cluster_1,rando_baseline_z_score
1002,0.9540249529994873,172,cluster_2,spectral_TH_kurt
1003,0.9530678516492908,172,cluster_3,EH_sF4_min
1004,0.9697487608955734,172,cluster_4,IY_sF1_max
1005,0.9542984105281148,171,cluster_0,UW_sF1_mean
1006,0.9544351392924286,171,cluster_1,EY_sF3_min_third
1007,0.9540249529994873,171,cluster_2,spectral_TH_skew
1008,0.9530678516492908,171,cluster_3,EH_sF3_max
1009,0.9697487608955734,171,cluster_4,IY_sF4_mean_dist
1010,0.9391215176892839,170,cluster_0,AO_sF4_min
1011,0.9544351392924286,170,cluster_1,EY_sF3_max_third
1012,0.9540249529994873,170,cluster_2,spectral_TH_sdev
1013,0.9530678516492908,170,cluster_3,EH_sF4_max
1014,0.9544009571013502,170,cluster_4,B_avg_dur
1015,0.9391215176892839,169,cluster_0,AO_sF4_mean_dist
1016,0.9544351392924286,169,cluster_1,EY_sF3_max_first
1017,0.9540249529994873,169,cluster_2,spectral_TH_duration
1018,0.9530678516492908,169,cluster_3,EH_sF1_mean
1019,0.9544009571013502,169,cluster_4,spectral_JH_skew
1020,0.9391215176892839,168,cluster_0,AO_sF3_mean_dist
1021,0.9544351392924286,168,cluster_1,AA_sF2_min
1022,0.9540249529994873,168,cluster_2,spectral_TH_cog
1023,0.9530678516492908,168,cluster_3,EH_sF4_mean
1024,0.9544009571013502,168,cluster_4,spectral_JH_kurt
1025,0.9391215176892839,167,cluster_0,AO_sF4_mean
1026,0.9544351392924286,167,cluster_1,EY_avg_dur
1027,0.9540249529994873,167,cluster_2,spectral_TH_intensity
1028,0.9530678516492908,167,cluster_3,EH_sF3_min
1029,0.9544009571013502,167,cluster_4,Y_avg_dur
1030,0.9391215176892839,166,cluster_0,AO_sF1_mean_dist
1031,0.9544351392924286,166,cluster_1,AA_sF4_max
1032,0.940044436848402,166,cluster_2,EH_sF1_mean
1033,0.9530678516492908,166,cluster_3,EH_sF3_mean
1034,0.938745513587421,166,cluster_4,OW_sF1_mean_third
1035,0.9391215176892839,165,cluster_0,B_avg_dur
1036,0.9544351392924286,165,cluster_1,EY_sF2_min_first
1037,0.940044436848402,165,cluster_2,EH_sF3_mean_dist
1038,0.9530678516492908,165,cluster_3,EH_sF2_mean
1039,0.938745513587421,165,cluster_4,OW_sF1_max_first
1040,0.9391215176892839,164,cluster_0,AE_sF2_mean
1041,0.9544351392924286,164,cluster_1,AA_sF3_max
1042,0.940044436848402,164,cluster_2,AO_sF1_mean
1043,0.9530678516492908,164,cluster_3,EH_sF2_mean_dist
1044,0.938745513587421,164,cluster_4,OW_sF1_mean_first
1045,0.9391215176892839,163,cluster_0,AE_sF4_min
1046,0.9544351392924286,163,cluster_1,EY_sF2_mean_first
1047,0.940044436848402,163,cluster_2,EH_sF1_max
1048,0.9530678516492908,163,cluster_3,EH_sF2_max
1049,0.938745513587421,163,cluster_4,spectral_SH_cog
1050,0.9391215176892839,162,cluster_0,AE_sF1_max
1051,0.9544351392924286,162,cluster_1,EY_sF2_mean_third
1052,0.940044436848402,162,cluster_2,AO_sF2_min
1053,0.9530678516492908,162,cluster_3,EH_sF4_mean_dist
1054,0.938745513587421,162,cluster_4,OW_sF1_max_third
1055,0.9391215176892839,161,cluster_0,AE_sF3_mean_dist
1056,0.9544351392924286,161,cluster_1,EY_sF2_max_first
1057,0.940044436848402,161,cluster_2,AO_sF4_mean_dist
1058,0.9530678516492908,161,cluster_3,EH_sF2_min
1059,0.938745513587421,161,cluster_4,spectral_SH_sdev
1060,0.9391215176892839,160,cluster_0,AE_sF1_min
1061,0.9544351392924286,160,cluster_1,EY_sF2_max_third
1062,0.940044436848402,160,cluster_2,AO_sF2_mean_dist
1063,0.9530678516492908,160,cluster_3,EH_sF3_mean_dist
1064,0.938745513587421,160,cluster_4,OW_sF1_min_first
1065,0.9391215176892839,159,cluster_0,AE_sF2_min
1066,0.9390873354982054,159,cluster_1,AA_sF4_min
1067,0.940044436848402,159,cluster_2,AO_sF3_max
1068,0.9225773372073149,159,cluster_3,Y_avg_dur
1069,0.938745513587421,159,cluster_4,OW_sF1_min_third
1070,0.9391215176892839,158,cluster_0,AE_sF4_mean
1071,0.9390873354982054,158,cluster_1,EH_sF2_max
1072,0.940044436848402,158,cluster_2,AO_sF3_mean
1073,0.9225773372073149,158,cluster_3,EY_sF4_min_third
1074,0.938745513587421,158,cluster_4,OW_sF3_max_first
1075,0.9391215176892839,157,cluster_0,AE_sF3_min
1076,0.9390873354982054,157,cluster_1,AA_sF1_mean
1077,0.940044436848402,157,cluster_2,AO_sF3_mean_dist
1078,0.9225773372073149,157,cluster_3,EY_sF1_min_third
1079,0.938745513587421,157,cluster_4,OW_sF3_max_third
1080,0.9391215176892839,156,cluster_0,AE_sF2_mean_dist
1081,0.9390873354982054,156,cluster_1,AA_sF4_mean
1082,0.940044436848402,156,cluster_2,AO_sF3_min
1083,0.9225773372073149,156,cluster_3,EY_sF1_min_first
1084,0.938745513587421,156,cluster_4,OW_sF3_mean_third
1085,0.9391215176892839,155,cluster_0,AE_sF4_mean_dist
1086,0.9390873354982054,155,cluster_1,EH_sF4_mean
1087,0.9250384549649633,155,cluster_2,EH_sF2_mean_dist
1088,0.9225773372073149,155,cluster_3,OW_sF1_min_first
1089,0.938745513587421,155,cluster_4,OW_sF3_mean_first
1090,0.9391215176892839,154,cluster_0,AE_sF3_mean
1091,0.9390873354982054,154,cluster_1,CH_avg_dur
1092,0.9250384549649633,154,cluster_2,EH_sF3_mean
1093,0.9225773372073149,154,cluster_3,EY_sF3_min_third
1094,0.938745513587421,154,cluster_4,OW_sF2_min_first
1095,0.9391215176892839,153,cluster_0,AE_sF3_max
1096,0.9390873354982054,153,cluster_1,EH_sF4_max
1097,0.9250384549649633,153,cluster_2,EH_sF4_max
1098,0.9225773372073149,153,cluster_3,OW_sF1_min_third
1099,0.938745513587421,153,cluster_4,OW_sF2_min_third
