,PC,F0_mean,F0_std,F0_range,F0_90,F0_10,AA_avg_dur,AE_avg_dur,AH_avg_dur,AO_avg_dur,AR_avg_dur,AW_avg_dur,AX_avg_dur,AY_avg_dur,B_avg_dur,CH_avg_dur,D_avg_dur,EH_avg_dur,EL_avg_dur,ER_avg_dur,EY_avg_dur,G_avg_dur,H_avg_dur,HH_avg_dur,IH_avg_dur,IY_avg_dur,K_avg_dur,L_avg_dur,M_avg_dur,N_avg_dur,NG_avg_dur,OW_avg_dur,OY_avg_dur,P_avg_dur,R_avg_dur,T_avg_dur,UH_avg_dur,UW_avg_dur,W_avg_dur,Y_avg_dur,ZH_avg_dur,vowel_avg_dur,AA_sF1_mean,AE_sF1_mean,AH_sF1_mean,AO_sF1_mean,AX_sF1_mean,EH_sF1_mean,IH_sF1_mean,IY_sF1_mean,UH_sF1_mean,UW_sF1_mean,AA_sF1_min,AE_sF1_min,AH_sF1_min,AO_sF1_min,AX_sF1_min,EH_sF1_min,IH_sF1_min,IY_sF1_min,UH_sF1_min,UW_sF1_min,AA_sF1_max,AE_sF1_max,AH_sF1_max,AO_sF1_max,AX_sF1_max,EH_sF1_max,IH_sF1_max,IY_sF1_max,UH_sF1_max,UW_sF1_max,AA_sF2_mean,AE_sF2_mean,AH_sF2_mean,AO_sF2_mean,AX_sF2_mean,EH_sF2_mean,IH_sF2_mean,IY_sF2_mean,UH_sF2_mean,UW_sF2_mean,AA_sF2_min,AE_sF2_min,AH_sF2_min,AO_sF2_min,AX_sF2_min,EH_sF2_min,IH_sF2_min,IY_sF2_min,UH_sF2_min,UW_sF2_min,AA_sF2_max,AE_sF2_max,AH_sF2_max,AO_sF2_max,AX_sF2_max,EH_sF2_max,IH_sF2_max,IY_sF2_max,UH_sF2_max,UW_sF2_max,AA_sF3_mean,AE_sF3_mean,AH_sF3_mean,AO_sF3_mean,AX_sF3_mean,EH_sF3_mean,IH_sF3_mean,IY_sF3_mean,UH_sF3_mean,UW_sF3_mean,AA_sF3_min,AE_sF3_min,AH_sF3_min,AO_sF3_min,AX_sF3_min,EH_sF3_min,IH_sF3_min,IY_sF3_min,UH_sF3_min,UW_sF3_min,AA_sF3_max,AE_sF3_max,AH_sF3_max,AO_sF3_max,AX_sF3_max,EH_sF3_max,IH_sF3_max,IY_sF3_max,UH_sF3_max,UW_sF3_max,AA_sF4_mean,AE_sF4_mean,AH_sF4_mean,AO_sF4_mean,AX_sF4_mean,EH_sF4_mean,IH_sF4_mean,IY_sF4_mean,UH_sF4_mean,UW_sF4_mean,AA_sF4_min,AE_sF4_min,AH_sF4_min,AO_sF4_min,AX_sF4_min,EH_sF4_min,IH_sF4_min,IY_sF4_min,UH_sF4_min,UW_sF4_min,AA_sF4_max,AE_sF4_max,AH_sF4_max,AO_sF4_max,AX_sF4_max,EH_sF4_max,IH_sF4_max,IY_sF4_max,UH_sF4_max,UW_sF4_max,AW_sF1_mean_first,AW_sF1_min_first,AW_sF1_max_first,AW_sF1_mean_third,AW_sF1_min_third,AW_sF1_max_third,AW_sF2_mean_first,AW_sF2_min_first,AW_sF2_max_first,AW_sF2_mean_third,AW_sF2_min_third,AW_sF2_max_third,AW_sF3_mean_first,AW_sF3_min_first,AW_sF3_max_first,AW_sF3_mean_third,AW_sF3_min_third,AW_sF3_max_third,AW_sF4_mean_first,AW_sF4_min_first,AW_sF4_max_first,AW_sF4_mean_third,AW_sF4_min_third,AW_sF4_max_third,AY_sF1_mean_first,AY_sF1_min_first,AY_sF1_max_first,AY_sF1_mean_third,AY_sF1_min_third,AY_sF1_max_third,AY_sF2_mean_first,AY_sF2_min_first,AY_sF2_max_first,AY_sF2_mean_third,AY_sF2_min_third,AY_sF2_max_third,AY_sF3_mean_first,AY_sF3_min_first,AY_sF3_max_first,AY_sF3_mean_third,AY_sF3_min_third,AY_sF3_max_third,AY_sF4_mean_first,AY_sF4_min_first,AY_sF4_max_first,AY_sF4_mean_third,AY_sF4_min_third,AY_sF4_max_third,EY_sF1_mean_first,EY_sF1_min_first,EY_sF1_max_first,EY_sF1_mean_third,EY_sF1_min_third,EY_sF1_max_third,EY_sF2_mean_first,EY_sF2_min_first,EY_sF2_max_first,EY_sF2_mean_third,EY_sF2_min_third,EY_sF2_max_third,EY_sF3_mean_first,EY_sF3_min_first,EY_sF3_max_first,EY_sF3_mean_third,EY_sF3_min_third,EY_sF3_max_third,EY_sF4_mean_first,EY_sF4_min_first,EY_sF4_max_first,EY_sF4_mean_third,EY_sF4_min_third,EY_sF4_max_third,OW_sF1_mean_first,OW_sF1_min_first,OW_sF1_max_first,OW_sF1_mean_third,OW_sF1_min_third,OW_sF1_max_third,OW_sF2_mean_first,OW_sF2_min_first,OW_sF2_max_first,OW_sF2_mean_third,OW_sF2_min_third,OW_sF2_max_third,OW_sF3_mean_first,OW_sF3_min_first,OW_sF3_max_first,OW_sF3_mean_third,OW_sF3_min_third,OW_sF3_max_third,OW_sF4_mean_first,OW_sF4_min_first,OW_sF4_max_first,OW_sF4_mean_third,OW_sF4_min_third,OW_sF4_max_third,OY_sF1_mean_first,OY_sF1_min_first,OY_sF1_max_first,OY_sF1_mean_third,OY_sF1_min_third,OY_sF1_max_third,OY_sF2_mean_first,OY_sF2_min_first,OY_sF2_max_first,OY_sF2_mean_third,OY_sF2_min_third,OY_sF2_max_third,OY_sF3_mean_first,OY_sF3_min_first,OY_sF3_max_first,OY_sF3_mean_third,OY_sF3_min_third,OY_sF3_max_third,OY_sF4_mean_first,OY_sF4_min_first,OY_sF4_max_first,OY_sF4_mean_third,OY_sF4_min_third,OY_sF4_max_third,AA_sF1_mean_dist,AA_sF2_mean_dist,AA_sF3_mean_dist,AA_sF4_mean_dist,AE_sF1_mean_dist,AE_sF2_mean_dist,AE_sF3_mean_dist,AE_sF4_mean_dist,AH_sF1_mean_dist,AH_sF2_mean_dist,AH_sF3_mean_dist,AH_sF4_mean_dist,AO_sF1_mean_dist,AO_sF2_mean_dist,AO_sF3_mean_dist,AO_sF4_mean_dist,AX_sF1_mean_dist,AX_sF2_mean_dist,AX_sF3_mean_dist,AX_sF4_mean_dist,EH_sF1_mean_dist,EH_sF2_mean_dist,EH_sF3_mean_dist,EH_sF4_mean_dist,IH_sF1_mean_dist,IH_sF2_mean_dist,IH_sF3_mean_dist,IH_sF4_mean_dist,IY_sF1_mean_dist,IY_sF2_mean_dist,IY_sF3_mean_dist,IY_sF4_mean_dist,UH_sF1_mean_dist,UH_sF2_mean_dist,UH_sF3_mean_dist,UH_sF4_mean_dist,UW_sF1_mean_dist,UW_sF2_mean_dist,UW_sF3_mean_dist,UW_sF4_mean_dist,spectral_S_duration,spectral_S_intensity,spectral_S_cog,spectral_S_sdev,spectral_S_skew,spectral_S_kurt,spectral_Z_duration,spectral_Z_intensity,spectral_Z_cog,spectral_Z_sdev,spectral_Z_skew,spectral_Z_kurt,spectral_F_duration,spectral_F_intensity,spectral_F_cog,spectral_F_sdev,spectral_F_skew,spectral_F_kurt,spectral_V_duration,spectral_V_intensity,spectral_V_cog,spectral_V_sdev,spectral_V_skew,spectral_V_kurt,spectral_SH_duration,spectral_SH_intensity,spectral_SH_cog,spectral_SH_sdev,spectral_SH_skew,spectral_SH_kurt,spectral_JH_duration,spectral_JH_intensity,spectral_JH_cog,spectral_JH_sdev,spectral_JH_skew,spectral_JH_kurt,spectral_TH_duration,spectral_TH_intensity,spectral_TH_cog,spectral_TH_sdev,spectral_TH_skew,spectral_TH_kurt,spectral_DH_duration,spectral_DH_intensity,spectral_DH_cog,spectral_DH_sdev,spectral_DH_skew,spectral_DH_kurt,percent_creak,rando,rando_baseline_z_score
0,Principal Component 1,0.02030361749520224,1.6468022425846825e-07,2.891798211535683e-26,0.0007435788185769219,3.680465030002994e-15,0.22020058293698994,2.184930356693546e-06,0.00028234424888205534,0.01579026127554884,,0.0,1.2458508238742297e-40,9.200668815964894e-125,0.2532679426924443,0.08313757908566342,0.6637734964889798,2.5214923308364347e-32,6.768836228186537e-14,3.552861209652583e-14,3.6334173287782507e-22,0.1535586013072531,,2.6e-321,3.1162714760883383e-161,6.781113773307473e-17,0.35698676298164633,5.140669532124955e-95,1.1973306140967696e-32,3.269684835128025e-05,0.048291724022210665,6.9332771884171425e-46,0.0,7.642523894869388e-137,0.0007858522841277736,7.300157115120663e-10,0.07016563236295595,8.3113450764794325e-112,7.416665280929028e-16,5.486307945000929e-201,,2.1964450190893755e-10,0.004475147196975156,0.005038085355770969,1.0780102331511299e-41,0.973400633703311,2.021740390383379e-45,3.389644986770567e-05,6.411101738076383e-212,1.0928318453508511e-45,9.935834727402461e-12,0.002223576514518491,1.595441820147981e-06,1.2888380275015575e-07,4.1254188419960556e-46,0.9135733558293769,3.8158962294799807e-10,0.7530849306394599,2.135162626063829e-76,0.7347546602616749,9.776268932151641e-21,5.648950453971687e-07,0.2880461679349414,0.5506638542758425,0.0989527696351781,0.2230935505799652,2.790979746020792e-75,5.2503036953286116e-05,8.76402693709682e-49,1.424723482734044e-67,0.00013157961663416164,7.449497251256939e-11,0.015940139111362193,0.4553505490478501,0.5371004774873213,0.20708080159125286,2.933076646923702e-17,0.0005174587837671144,9.989915783387414e-14,4.7557687966173e-44,4.245386511850092e-15,4.742879244366476e-17,0.0023229139945584384,0.24136250175078308,0.2074847908110276,0.39951873671947086,5.417643019398079e-13,0.0004770255914193774,6.581331657883023e-204,0.9164065743387433,1.3727252678739502e-15,3.419278355885314e-08,0.08843094354386721,0.11631596409976162,0.8900594444041424,0.06881619870649275,2.2487481270171514e-19,0.0010571384937147102,3.2064810661366355e-107,1.1733248819718785e-76,9.077784567194705e-15,1.3383482371525793e-275,0.16095900396820725,0.010919017481282687,1.0374316835954174e-18,0.6064388901121452,0.003684446390132937,0.12199300378464834,0.006192159973385472,6.598450015909696e-11,2.8914177825214186e-11,8.454359432529353e-103,0.3658629322438149,0.05288693417012032,4.847073437732637e-39,0.2884766530453413,0.019273360237856828,0.42434973850872626,0.4842558717253136,0.05929471469483742,9.20434668263794e-12,1.068190561113553e-64,0.12286560233294792,0.04753520644649509,2.4148003521326416e-13,0.8500838605012784,5.969382147661985e-09,8.377733255214227e-14,1.824898288363549e-76,5.089889974637894e-29,6.828886382402211e-08,1.5483577945325624e-104,0.06254446475513306,0.03771557284916876,1.7190111274081093e-10,0.5268946702626529,0.1779162959801801,0.0010312301588528711,0.31698636166291155,5.780853210652834e-05,1.8084751796662152e-09,4.76415506681382e-84,0.07618407578176938,0.5098288896831157,2.383565658111693e-08,0.6595372750618816,0.0002860328832910082,0.004460347048994182,1.2303772458196773e-12,0.0530364471981544,2.2752792241368314e-14,2.8773618705169833e-07,0.16054989859362037,0.0034528302911191054,1.7720399653676438e-15,0.434884482929143,8.689398148510312e-06,5.905775817332536e-05,1.8332939034182482e-18,2.47661679240798e-15,5.311525400648845e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.573e-320,0.0,0.0,3.573e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.008864000798702108,1.578288015785928e-08,6.4589946733510226e-09,0.008116517003576943,1.578288015785928e-08,5.049238253497797e-10,0.0,0.0,4.35894e-319,0.0,0.0,4.35894e-319,2.121099211783575e-19,3.8179046926257404e-31,4.6664025100239154e-164,9.615601506235748e-20,4.582989072721296e-31,2.058928797369902e-163,1.5361283863576945e-32,7.488722763924345e-17,9.22603899521349e-62,1.5444987220303867e-32,7.488722763924345e-17,9.22603899521349e-62,5.972293637875008e-05,0.251662552109976,2.7048079069709386e-06,5.876512671337603e-05,0.251662552109976,1.671252477270723e-06,4.475099138271716e-17,3.2800743793549467e-40,0.003977054341625043,6.288134151798515e-21,3.141806901580413e-41,0.003977054341625043,1.7319315528713763e-14,1.3635065319820786e-23,0.00019507493080623132,6.828977171557367e-13,1.2684499898152956e-13,0.00019507493080623132,6.259765860068708e-07,1.4926037280426518e-18,0.3225957711845676,2.652694893131299e-09,2.484806164410364e-28,0.3225957711845676,2.0347435014975826e-11,7.842297662467848e-05,1.2236007170123678e-17,2.3385030886524423e-10,0.0049704294355151345,1.2236007170123678e-17,7.062544313499248e-13,7.441769900301362e-23,5.008519688886911e-20,5.82744752628299e-09,6.343889616964264e-15,5.008519688886911e-20,0.5465693804067667,0.5187046411093518,0.6598866685711104,0.44736285469548626,0.48190260306301985,0.6598866685711104,2.9792824409865773e-71,3.343799521403684e-19,7.409088866693002e-83,5.876828106075908e-76,2.1391229894486886e-19,7.409088866693002e-83,3.332939124969888e-26,2.664241257360841e-36,4.58536998795382e-12,4.710250971051967e-27,1.8797686568747086e-37,4.58536998795382e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08986961125864483,0.04213899065141331,0.236258314692162,0.05798730366177678,0.44424256752178626,0.817637629735676,0.37652486899809084,1.0508132989428694e-14,1.3860353481458617e-10,0.13852277355224543,2.5181256643469915e-69,0.6278084093761009,0.3842420012169581,0.005229944901588181,0.44351371168997455,0.5390532228921578,7.525379633337236e-36,5.057342257269485e-62,2.5484321510631555e-94,6.343130469596554e-114,0.0007314396711905688,1.5589802211283583e-05,0.04399168016693512,2.842645377117474e-12,5.190981454678638e-115,2.5515840853619854e-21,6.3213470206949085e-28,0.18065678554469675,4.068178128011079e-17,0.5062200963559071,9.27240950929816e-126,4.203849188230891e-25,0.00030328107911880957,2.0605957245276817e-26,1.5570594830250725e-10,2.0353403385349027e-08,3.376896256620797e-172,1.785269351053757e-77,0.026202741238182694,2.7410489551329965e-15,4.693292458856107e-38,9.292754801318261e-21,0.08840375189915543,4.243685605772094e-07,6.008618596032618e-14,3.0272633774939927e-16,0.0,2.2203501506781287e-69,1.1186863961444041e-13,5.693045492353135e-52,1.061060655218665e-20,1.1866473660649111e-08,2.3249036069502813e-05,6.891880227190666e-09,6.406360737088069e-51,9.42487782673078e-122,0.0061802797330591346,0.0005965840877776286,1.2460279010756178e-76,7.029713383800552e-05,6.174173828603625e-22,8.958716929018695e-38,1.64529456057172e-256,0.0,0.3504885103058888,0.3899767269778159,0.1373300854767394,0.09688881179539675,0.2418213140512075,0.0014351381410127842,0.0,2.1433815137922158e-165,3.8503571839937575e-73,0.0,0.0,1.7220790096146254e-161,7.720435336304856e-13,2.4910310213160508e-09,2.6500464778871614e-19,0.002679149921402414,1.1935231245529615e-12,0.0007474465477660013,0.0006641609234042283,0.9366580112176189,0.31779533214311034,0.29601699970197903,0.6778225678623727,0.8803538166168771,6.504769381522738e-176,0.12534774942984164,0.6873709588320213
1,Principal Component 2,0.0,0.0,0.0,0.0,0.0,5.85846898750862e-52,2.413905342755109e-141,5.081123367514993e-61,1.186517775832825e-31,,1.7400648058884767e-05,2.585359011795249e-07,6.873536775186972e-119,1.216455667074021e-15,0.6223513898327201,4.2620830681077094e-13,7.999422069512795e-21,3.214752378595221e-65,2.532030446116778e-124,0.0,3.742930228303879e-21,,3.0527307162610605e-215,3.037185804465849e-93,9.286024805181678e-19,4.279945267984965e-39,0.000650047959923871,2.007587163347657e-18,7.9501595997894e-39,6.984020629909792e-39,6.451554644758889e-35,5.573384724465335e-25,2.1282552372531367e-38,1.4296943938677272e-82,2.0808249276147891e-13,6.402685394167906e-33,3.3544702916450954e-66,1.3177423138580217e-214,2.1523162007533027e-36,,6.034291778757642e-86,3.72356412988271e-149,5.834427859330779e-09,9.75787472816616e-80,2.2321571147928023e-49,2.8178031178914926e-198,1.3424039523864743e-115,4.0378522150393964e-139,0.0,3.933477896077486e-06,0.0,3.5671983842791774e-96,4.998368116852917e-05,5.192040203414235e-07,9.343626085321988e-29,1.5079128640233855e-268,2.895590206066932e-41,9.419954737888387e-43,1.2616463088419535e-158,1.7916604636478512e-17,0.0,1.2455346350267365e-78,1.830006203988821e-24,2.410729114344e-311,1.2566661685759298e-170,2.899535831787006e-161,1.0581980303157414e-171,3.545060646328852e-156,0.0,0.20430452539915606,1.0958046076734192e-242,5.974743379930594e-35,0.0,1.7677378986437273e-156,4.336364471795793e-84,2.7600829952979556e-253,9.06968370167784e-121,0.0,5.535817266115677e-82,8.866868971046258e-185,2.698622909413641e-235,1.5379808345428122e-16,0.0,4.7008849597369556e-181,1.5463486744141386e-68,1.4136035199023106e-124,3.662116155793055e-46,0.0,0.0038977536469252836,4.183013131348822e-172,4.0172609352308655e-116,1.7863827043186639e-31,0.0,4.2301284172382326e-148,2.539661133200421e-71,2.3749682208347e-268,2.1071657471994443e-200,0.0,1.0855097013102603e-301,1.536052373517917e-190,0.0,3.368757553138546e-235,0.0,0.0,9.916913389048426e-51,0.0,5.931758411615049e-244,0.0,0.0,2.080709723892135e-62,0.0,6.2996534318438e-215,8.52134049597273e-176,2.5744e-319,1.6698196418576608e-18,0.0,5.65583869292205e-77,0.0,0.0,1.634309505883887e-37,0.0,7.847159126197036e-209,0.0,0.0,3.279942591918158e-78,0.0,5.340767987439392e-212,0.0,0.0,4.148190359449403e-119,0.0,4.5675630232399357e-141,0.0,0.0,4.724282251591452e-180,0.0,1.3026868884708933e-253,0.0,0.0,3.5321420292013964e-98,0.0,1.5289302169769463e-108,0.0,0.0,4.739652583003912e-103,0.0,2.3060392562092378e-104,0.0,0.0,1.7724698325440365e-92,3.979202962343429e-216,5.470641069758826e-101,0.0,0.0,1.307751515451329e-171,2.0432331435992e-310,1.03107851010371e-309,0.0,0.0,1.9187564674340286e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.872491494557704e-290,0.0,2.18898656766981e-107,8.088772030373169e-70,4.495514512372501e-162,8.285250302073559e-147,8.088772030373169e-70,2.0409430547180634e-179,1.1455923784050559e-92,2.2954229160242704e-87,2.179501966967894e-108,1.815993709523137e-92,2.2954229160242704e-87,3.0034274580434328e-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.478558012244296e-219,0.0,0.0,9.983371101372717e-200,0.008187558272172723,0.4771186785322736,0.2635929226705188,0.03381997013121016,0.4771186785322736,0.2635929226705188,0.0,0.0,0.0,0.0,0.0,0.0,1.6892447743948676e-40,6.458758126280531e-16,4.276166280682245e-70,1.2712753075311556e-33,1.171360772295168e-14,4.276166280682245e-70,0.0,1.470013569377015e-61,0.0,0.0,3.420671433641482e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7449708460317898e-49,4.45313689004742e-28,2.6882020428266114e-33,4.658141412478499e-42,9.33694809008748e-20,2.6882020428266114e-33,1.1632391120655517e-21,4.054850743472518e-25,3.28481464919171e-19,2.8996718323254613e-22,2.2995275900746836e-25,3.28481464919171e-19,0.0,5.292840719235996e-276,0.0,0.0,6.690871826787196e-277,0.0,0.0,0.0,2.4720396005970112e-298,0.0,0.0,2.4720396005970112e-298,5.573384724460226e-25,5.573384724465256e-25,5.573384724449969e-25,5.573384724465335e-25,5.573384724465256e-25,5.573384724449969e-25,5.5733847244601865e-25,5.573384724470444e-25,5.573384724465335e-25,5.573384724465335e-25,5.573384724470444e-25,5.573384724465335e-25,5.573384724465335e-25,5.573384724465256e-25,5.573384724465335e-25,5.573384724465335e-25,5.573384724465256e-25,5.5733847244601865e-25,5.573384724460226e-25,5.573384724465256e-25,5.573384724460226e-25,5.573384724465295e-25,5.5733847244601865e-25,5.573384724429535e-25,2.154138945191767e-90,0.5744642096758017,9.6246436015525e-17,5.785168585382565e-35,1.0094452606579136e-113,4.060248502614554e-19,2.980369182332612e-07,2.317817925516323e-56,1.7798723946453214e-17,0.18490276833913524,4.16241750290471e-179,0.477275955928333,2.651170894245358e-227,6.55273527136637e-120,1.0110368308380333e-50,2.510306964183472e-175,2.5955902231035046e-34,3.1491131854258683e-65,3.8425729123062363e-10,0.067892081420007,1.2908664415503936e-22,4.805115403499765e-19,0.114137603519537,3.1918829296038194e-117,1.5697255118750784e-61,3.6584752328294445e-37,0.0004735874909007861,1.4581866384893124e-06,4.4427723601575467e-206,0.0,5.6653286513694085e-77,5.037022548280924e-40,1.4563774885389943e-138,2.731025302548349e-29,4.0100872176498886e-23,2.2791739278555586e-25,0.0,1.7125068319633599e-93,4.56013243326682e-22,3.634275735465545e-06,1.8752231850933e-311,3.7516542100911894e-05,0.0,1.420771615812751e-45,0.0,4.2140035912978027e-19,0.0010108893859112579,2.5318960902401193e-55,3.518113902435302e-41,1.1001316198273527e-06,3.0110141437753873e-06,0.1744140202590924,1.2319815224022238e-24,0.15090710330362525,0.29120807089124956,4.50188830664802e-10,9.709783983177515e-09,7.122989039941605e-14,5.587807327349509e-166,7.356128740203129e-13,0.3262740568950482,0.01246432081626671,1.6595648811678456e-12,3.0637357656445884e-37,6.273241530543954e-07,3.037959985919702e-17,1.64577411237169e-26,0.7012196567636559,4.849539805166608e-12,3.343337725115412e-22,0.0005303915762681804,4.7500638251057865e-14,1.3411782791451919e-08,4.934625967475536e-65,3.47463796611752e-14,1.2140861347115857e-21,0.00047290469696905724,2.6981372136858594e-239,5.317388556091119e-49,1.6083337036455407e-162,1.2253714918624048e-84,3.899768744341303e-121,0.5519648794708071,3.1195532647900075e-60,0.2561409829187805,8.423179173479716e-05,2.3194715244618296e-22,8.153956322471919e-45,1.2422096020654573e-05,0.8513092414584509,0.7128647007973988
