,PC,F0_mean,F0_std,F0_range,F0_90,F0_10,AA_avg_dur,AE_avg_dur,AH_avg_dur,AO_avg_dur,AR_avg_dur,AW_avg_dur,AX_avg_dur,AY_avg_dur,B_avg_dur,CH_avg_dur,D_avg_dur,DH_avg_dur,EH_avg_dur,EL_avg_dur,ER_avg_dur,EY_avg_dur,F_avg_dur,G_avg_dur,H_avg_dur,HH_avg_dur,IH_avg_dur,IY_avg_dur,JH_avg_dur,K_avg_dur,L_avg_dur,M_avg_dur,N_avg_dur,NG_avg_dur,OW_avg_dur,OY_avg_dur,P_avg_dur,R_avg_dur,S_avg_dur,SH_avg_dur,T_avg_dur,TH_avg_dur,UH_avg_dur,UW_avg_dur,V_avg_dur,W_avg_dur,Y_avg_dur,Z_avg_dur,ZH_avg_dur,vowel_avg_dur,AA_sF1_mean,AE_sF1_mean,AH_sF1_mean,AO_sF1_mean,AX_sF1_mean,EH_sF1_mean,IH_sF1_mean,IY_sF1_mean,UH_sF1_mean,UW_sF1_mean,AA_sF1_min,AE_sF1_min,AH_sF1_min,AO_sF1_min,AX_sF1_min,EH_sF1_min,IH_sF1_min,IY_sF1_min,UH_sF1_min,UW_sF1_min,AA_sF1_max,AE_sF1_max,AH_sF1_max,AO_sF1_max,AX_sF1_max,EH_sF1_max,IH_sF1_max,IY_sF1_max,UH_sF1_max,UW_sF1_max,AA_sF2_mean,AE_sF2_mean,AH_sF2_mean,AO_sF2_mean,AX_sF2_mean,EH_sF2_mean,IH_sF2_mean,IY_sF2_mean,UH_sF2_mean,UW_sF2_mean,AA_sF2_min,AE_sF2_min,AH_sF2_min,AO_sF2_min,AX_sF2_min,EH_sF2_min,IH_sF2_min,IY_sF2_min,UH_sF2_min,UW_sF2_min,AA_sF2_max,AE_sF2_max,AH_sF2_max,AO_sF2_max,AX_sF2_max,EH_sF2_max,IH_sF2_max,IY_sF2_max,UH_sF2_max,UW_sF2_max,AA_sF3_mean,AE_sF3_mean,AH_sF3_mean,AO_sF3_mean,AX_sF3_mean,EH_sF3_mean,IH_sF3_mean,IY_sF3_mean,UH_sF3_mean,UW_sF3_mean,AA_sF3_min,AE_sF3_min,AH_sF3_min,AO_sF3_min,AX_sF3_min,EH_sF3_min,IH_sF3_min,IY_sF3_min,UH_sF3_min,UW_sF3_min,AA_sF3_max,AE_sF3_max,AH_sF3_max,AO_sF3_max,AX_sF3_max,EH_sF3_max,IH_sF3_max,IY_sF3_max,UH_sF3_max,UW_sF3_max,AA_sF4_mean,AE_sF4_mean,AH_sF4_mean,AO_sF4_mean,AX_sF4_mean,EH_sF4_mean,IH_sF4_mean,IY_sF4_mean,UH_sF4_mean,UW_sF4_mean,AA_sF4_min,AE_sF4_min,AH_sF4_min,AO_sF4_min,AX_sF4_min,EH_sF4_min,IH_sF4_min,IY_sF4_min,UH_sF4_min,UW_sF4_min,AA_sF4_max,AE_sF4_max,AH_sF4_max,AO_sF4_max,AX_sF4_max,EH_sF4_max,IH_sF4_max,IY_sF4_max,UH_sF4_max,UW_sF4_max,AW_sF1_mean_first,AW_sF1_min_first,AW_sF1_max_first,AW_sF1_mean_third,AW_sF1_min_third,AW_sF1_max_third,AW_sF2_mean_first,AW_sF2_min_first,AW_sF2_max_first,AW_sF2_mean_third,AW_sF2_min_third,AW_sF2_max_third,AW_sF3_mean_first,AW_sF3_min_first,AW_sF3_max_first,AW_sF3_mean_third,AW_sF3_min_third,AW_sF3_max_third,AW_sF4_mean_first,AW_sF4_min_first,AW_sF4_max_first,AW_sF4_mean_third,AW_sF4_min_third,AW_sF4_max_third,AY_sF1_mean_first,AY_sF1_min_first,AY_sF1_max_first,AY_sF1_mean_third,AY_sF1_min_third,AY_sF1_max_third,AY_sF2_mean_first,AY_sF2_min_first,AY_sF2_max_first,AY_sF2_mean_third,AY_sF2_min_third,AY_sF2_max_third,AY_sF3_mean_first,AY_sF3_min_first,AY_sF3_max_first,AY_sF3_mean_third,AY_sF3_min_third,AY_sF3_max_third,AY_sF4_mean_first,AY_sF4_min_first,AY_sF4_max_first,AY_sF4_mean_third,AY_sF4_min_third,AY_sF4_max_third,EY_sF1_mean_first,EY_sF1_min_first,EY_sF1_max_first,EY_sF1_mean_third,EY_sF1_min_third,EY_sF1_max_third,EY_sF2_mean_first,EY_sF2_min_first,EY_sF2_max_first,EY_sF2_mean_third,EY_sF2_min_third,EY_sF2_max_third,EY_sF3_mean_first,EY_sF3_min_first,EY_sF3_max_first,EY_sF3_mean_third,EY_sF3_min_third,EY_sF3_max_third,EY_sF4_mean_first,EY_sF4_min_first,EY_sF4_max_first,EY_sF4_mean_third,EY_sF4_min_third,EY_sF4_max_third,OW_sF1_mean_first,OW_sF1_min_first,OW_sF1_max_first,OW_sF1_mean_third,OW_sF1_min_third,OW_sF1_max_third,OW_sF2_mean_first,OW_sF2_min_first,OW_sF2_max_first,OW_sF2_mean_third,OW_sF2_min_third,OW_sF2_max_third,OW_sF3_mean_first,OW_sF3_min_first,OW_sF3_max_first,OW_sF3_mean_third,OW_sF3_min_third,OW_sF3_max_third,OW_sF4_mean_first,OW_sF4_min_first,OW_sF4_max_first,OW_sF4_mean_third,OW_sF4_min_third,OW_sF4_max_third,OY_sF1_mean_first,OY_sF1_min_first,OY_sF1_max_first,OY_sF1_mean_third,OY_sF1_min_third,OY_sF1_max_third,OY_sF2_mean_first,OY_sF2_min_first,OY_sF2_max_first,OY_sF2_mean_third,OY_sF2_min_third,OY_sF2_max_third,OY_sF3_mean_first,OY_sF3_min_first,OY_sF3_max_first,OY_sF3_mean_third,OY_sF3_min_third,OY_sF3_max_third,OY_sF4_mean_first,OY_sF4_min_first,OY_sF4_max_first,OY_sF4_mean_third,OY_sF4_min_third,OY_sF4_max_third,AA_sF1_mean_dist,AA_sF2_mean_dist,AA_sF3_mean_dist,AA_sF4_mean_dist,AE_sF1_mean_dist,AE_sF2_mean_dist,AE_sF3_mean_dist,AE_sF4_mean_dist,AH_sF1_mean_dist,AH_sF2_mean_dist,AH_sF3_mean_dist,AH_sF4_mean_dist,AO_sF1_mean_dist,AO_sF2_mean_dist,AO_sF3_mean_dist,AO_sF4_mean_dist,AX_sF1_mean_dist,AX_sF2_mean_dist,AX_sF3_mean_dist,AX_sF4_mean_dist,EH_sF1_mean_dist,EH_sF2_mean_dist,EH_sF3_mean_dist,EH_sF4_mean_dist,IH_sF1_mean_dist,IH_sF2_mean_dist,IH_sF3_mean_dist,IH_sF4_mean_dist,IY_sF1_mean_dist,IY_sF2_mean_dist,IY_sF3_mean_dist,IY_sF4_mean_dist,UH_sF1_mean_dist,UH_sF2_mean_dist,UH_sF3_mean_dist,UH_sF4_mean_dist,UW_sF1_mean_dist,UW_sF2_mean_dist,UW_sF3_mean_dist,UW_sF4_mean_dist,spectral_S_duration,spectral_S_intensity,spectral_S_cog,spectral_S_sdev,spectral_S_skew,spectral_S_kurt,spectral_Z_duration,spectral_Z_intensity,spectral_Z_cog,spectral_Z_sdev,spectral_Z_skew,spectral_Z_kurt,spectral_F_duration,spectral_F_intensity,spectral_F_cog,spectral_F_sdev,spectral_F_skew,spectral_F_kurt,spectral_V_duration,spectral_V_intensity,spectral_V_cog,spectral_V_sdev,spectral_V_skew,spectral_V_kurt,spectral_SH_duration,spectral_SH_intensity,spectral_SH_cog,spectral_SH_sdev,spectral_SH_skew,spectral_SH_kurt,spectral_JH_duration,spectral_JH_intensity,spectral_JH_cog,spectral_JH_sdev,spectral_JH_skew,spectral_JH_kurt,percent_creak,rando,rando_baseline_z_score
0,principal component 1,0.0004220557852790115,3.195479634391912e-28,1.0835684019271187e-91,7.387147483346808e-12,4.602752286781861e-47,0.018721321317496063,1.147826636532477e-15,3.0960665249897885e-11,0.0006473748234030714,,0.0,4.9295666349366344e-116,0.0,0.05089715257059476,0.0009349615828394422,0.2815040184446297,1.3997747378784911e-08,2.0438722609326415e-88,0.13200175895094926,2.4739556830088825e-40,2.037063678445001e-60,5.383102784084393e-218,0.04423076492781824,,0.0,0.0,3.9673948638208774e-40,0.0,0.09915695894372943,8.586859585321495e-271,3.7123523199994773e-97,4.0879435086935235e-14,0.12419661982327787,9.06619879049409e-131,0.0,0.0,6.329837003267549e-09,1.919226551089082e-05,0.7054203782470267,1.931901014563907e-32,3.2423384135776743e-22,0.011042478530522122,0.0,6.255027526556922e-135,2.1445673202049546e-42,0.0,0.0,,3.382333873681889e-28,2.412959914304931e-06,7.1199530829746066e-06,6.357600651627557e-122,0.8055760845297142,1.1746819262280848e-125,1.3288806416926146e-10,0.0,1.485429187093557e-119,4.004389373590362e-29,1.062820423023126e-12,6.716341894468895e-17,6.010565856285071e-14,1.650706386516159e-126,0.9544813729376089,4.867412981009715e-23,0.8496629481087301,4.853721097340257e-220,0.318491248708334,1.491238569757107e-54,8.535094924157494e-12,0.09781544273014325,0.1969062290701279,0.008849512623001526,0.09264566823596244,3.760992552056766e-216,9.033199630594968e-11,1.0239477795319e-138,8.942949928640287e-179,4.769742722788363e-10,2.4861268826549014e-34,2.87677686156184e-06,0.564537468004251,0.26305991577725907,0.0847888515469282,6.653776645941227e-53,1.0791267758725799e-07,1.7010737370694986e-42,2.252804010448819e-117,3.482336800297052e-36,2.3234328911724797e-44,1.0716672051879546e-08,0.037584487807764945,0.011338070330096869,0.28195325361661006,8.682900791584306e-40,5.466674606348154e-08,0.0,0.6454974865414619,2.2845338158007768e-37,4.2813539427340783e-23,0.0007470081905662674,0.04339638698958751,0.4513048843246735,0.006014107066220799,3.594434253823681e-59,8.709815685733283e-07,4.8943506716890697e-303,8.955011856031681e-208,2.3619911166891512e-35,0.0,0.09173808646716285,4.321650048212361e-05,2.7796528378621514e-47,0.5946767485440936,4.412104513726597e-08,0.028734903678603,0.00010364146377020278,8.676646498607321e-22,9.699552380693452e-31,2.619384669373603e-297,0.40714947707249677,0.0020827901105699544,1.0972679895697036e-105,0.12363366587112104,3.713882716162779e-05,0.13092859565317735,0.04470238029020092,6.957701551197779e-08,5.531978455071547e-32,1.1210546716900702e-187,0.04488807475763915,0.0025232724100644798,2.286166433973987e-35,0.4873387502177075,8.270980773413788e-27,4.3458353629851305e-33,4.972741105304836e-217,1.6954231620536434e-71,2.6021242747362753e-21,1.865467174255626e-296,0.0049004828355432946,0.00033552392191094733,1.2384002091406544e-26,0.3101416171931265,0.012011103992516875,1.7699499278726392e-07,0.02281020417014206,1.3548580004971957e-08,6.533023659330019e-21,3.312933864869784e-251,0.004510918576435802,0.07643640615635919,4.537611114340034e-21,0.5876154938098541,3.610325721631195e-11,1.7914508263685813e-05,2.023435848829612e-36,9.130747489089249e-06,7.84187482579189e-34,5.966720921324625e-23,0.04133501123212823,1.3605411854627743e-05,1.2176421522651022e-40,0.2123012995105859,3.327544804336025e-14,4.828449718563454e-11,2.5802081849113493e-47,3.279609101884198e-37,4.50757204593121e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3809181686889014e-07,3.86331511677955e-21,9.190325309741693e-28,1.822827507828579e-07,3.86331511677955e-21,3.9352978357404313e-31,0.0,0.0,0.0,0.0,0.0,0.0,8.423006249701268e-54,3.142857944228428e-89,0.0,7.716281568466134e-55,5.297255966971449e-89,0.0,1.506965106239663e-90,2.2558929468756582e-45,1.8382768323111858e-175,1.8105924806211237e-90,2.2558929468756582e-45,1.8382768323111858e-175,3.604708337442216e-17,0.49506245659835146,5.175343082138728e-21,3.3967483734983783e-17,0.49506245659835146,9.50872518673929e-22,2.7333494618309977e-50,1.9087379280497954e-119,6.68350780448221e-08,6.344815608367629e-62,1.7942329466736097e-122,6.68350780448221e-08,5.061328986458348e-44,1.3976759156905956e-71,1.6032000887489972e-12,3.521026706896004e-39,2.4345883708276576e-41,1.6032000887489972e-12,3.809288622122169e-16,5.431512372429508e-50,0.2590839831836682,1.1263359257368255e-22,3.415191119739037e-78,0.2590839831836682,1.2660326859128215e-34,9.154376385126077e-14,8.505497617271731e-54,2.348584398787034e-31,3.676455366528805e-08,8.505497617271731e-54,5.06849612310492e-35,2.8359613125244194e-66,2.78462417122722e-56,2.6050905989534302e-23,4.94366063859817e-42,2.78462417122722e-56,0.9881392902438304,0.9734623883390223,0.8099681348890061,0.7929228462154513,0.9450533934998044,0.8099681348890061,1.3119044803461277e-205,7.956163525683254e-51,5.862977168790786e-241,1.0095035008131996e-219,2.152627689589071e-51,5.862977168790786e-241,6.192572347067624e-70,1.9476577551322726e-99,8.624152223907539e-30,1.939105919181227e-72,7.308618937828059e-103,8.624152223907539e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005838567935885837,0.0007377336221742885,0.019895104621467305,0.0006899071587262512,0.16202186611068847,0.7149251233043424,0.664830359798159,9.545857883386017e-36,7.882632567823774e-27,0.08504359089090355,3.53238865685689e-194,0.21708779170616124,0.06294936504041954,1.502296062785928e-07,0.10250508337636073,0.5703694279603189,3.9425381603841817e-103,3.3126997938359826e-172,2.4659793280415453e-254,1.3448464165687326e-307,1.9688324606236206e-07,1.5765962618672652e-13,0.008203472452069777,6.436075655506716e-30,0.0,1.3780621466715486e-57,4.072198527718736e-88,0.006284367343501169,2.1776081276005896e-37,0.44984452814309595,0.0,3.219370576312652e-70,3.5734215307923326e-11,2.9232356490231724e-68,4.47015292034754e-28,7.44055792337646e-22,0.0,2.9371531431872134e-225,0.00012726396929680535,4.236496561709996e-51,1.4756201863026352e-122,3.8991179336061414e-63,0.0019965807238752917,4.0971905269752614e-21,3.2823439245396457e-37,2.110949290966457e-48,0.0,5.574586171593872e-193,5.493365226235077e-38,1.7251802507384004e-155,4.871106179479717e-58,3.825514885270492e-25,7.17322555139734e-09,5.929650977370931e-20,3.6498297203138768e-152,0.0,2.567358099622151e-07,3.30305734806237e-09,5.340817778552268e-259,2.890870364064973e-09,4.627642186249969e-66,1.2812075865529725e-117,0.0,0.0,0.897189799090064,0.03722644214744304,0.005803708891942326,0.0011929677856464282,0.4564911816888974,1.3217731019923983e-06,0.0,0.0,1.0823765997886957e-239,0.0,0.0,0.0,0.0,0.507509096951825,0.9666246161448383
1,principal component 2,0.0,0.0,0.0,0.0,0.0,3.522813532483381e-135,0.0,1.4505927489297135e-150,8.475545116499141e-89,,1.3892645630178463e-15,4.236075738603809e-21,0.0,2.221812033809176e-46,0.04749923008381828,1.0731440889991284e-31,1.0220885356521687e-30,1.1691691336809225e-62,0.0004691642342434155,0.0,0.0,2.749885558727365e-09,7.840067760901454e-67,,0.0,1.457624962685686e-265,6.308637413805791e-57,2.7363380361554663e-10,1.8157649214797878e-104,5.298184545123097e-10,1.1436941535043793e-54,6.863257396079189e-108,1.0782686361678868e-140,9.935672515294339e-120,2.5783796072865382e-68,1.4306281415896278e-106,1.5326269224282897e-209,0.0,1.9790930255461943e-18,2.033102171208216e-34,0.2065613207193978,5.580899375602718e-69,8.225005196061653e-209,0.0,0.0,4.086102009851172e-120,9.407389573216961e-20,,6.238752429286299e-278,0.0,1.6866339804970905e-21,5.48042513835168e-270,5.742977728425425e-120,0.0,0.0,0.0,0.0,2.078413486125041e-09,0.0,3.875541137457924e-285,1.002678219427723e-17,4.876955118177964e-16,1.5381587389599204e-69,0.0,2.3816277512586228e-132,1.9330438792924963e-101,0.0,4.790154797519385e-47,0.0,1.3279093108244468e-231,2.121674004133803e-67,0.0,0.0,0.0,0.0,0.0,0.0,0.8915903044493377,0.0,1.6751850688036942e-102,0.0,0.0,2.07456324980249e-208,0.0,0.0,0.0,1.4494417091222342e-245,0.0,0.0,1.9058172923685378e-44,0.0,0.0,6.033483571046981e-164,0.0,2.804731619658438e-151,0.0,2.3120207324432704e-06,0.0,0.0,1.922632951728471e-95,0.0,0.0,3.807450512792781e-180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5370287081889487e-153,0.0,0.0,0.0,0.0,1.9503188969527015e-172,0.0,0.0,0.0,0.0,4.694206590965397e-57,0.0,2.624272194815758e-243,0.0,0.0,3.449579177866342e-101,0.0,0.0,0.0,0.0,7.832358717935175e-227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6901108941552544e-247,0.0,1.98865464e-316,0.0,0.0,7.214763381421726e-294,0.0,3.545777545e-314,0.0,0.0,1.2881321061643094e-242,0.0,2.1566391786207102e-302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3017747717536188e-185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3125464890870496e-218,0.0,0.0,1.3125464890870496e-218,0.0,8.015631871002081e-288,1.8717626506067442e-266,0.0,3.4364108824569697e-287,1.8717626506067442e-266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6252447716545667e-05,0.2679694817798577,0.18941567506035747,0.0008524145601017834,0.2679694817798577,0.18941567506035747,0.0,0.0,0.0,0.0,0.0,0.0,3.285483255985124e-110,4.897898490569284e-41,1.2169489179372372e-199,1.739517459260333e-89,2.5019955282990362e-37,1.2169489179372372e-199,0.0,6.220528391439162e-186,0.0,0.0,9.323900718010254e-124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5276387049903306e-176,2.0724334802626594e-105,4.364472458609293e-121,1.7663942663113294e-148,2.957743957770607e-73,4.364472458609293e-121,4.0182203945058286e-56,2.0878300971706964e-67,1.5230864195502288e-48,4.710939410324306e-58,3.331730184443708e-68,1.5230864195502288e-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5783796072911554e-68,2.5783796072864653e-68,2.578379607272395e-68,2.5783796072912283e-68,2.5783796072864653e-68,2.578379607272395e-68,2.5783796072912283e-68,2.5783796073006084e-68,2.5783796072865382e-68,2.5783796072817753e-68,2.5783796073006084e-68,2.5783796072865382e-68,2.5783796072912283e-68,2.5783796072911554e-68,2.5783796072912283e-68,2.5783796073052984e-68,2.5783796072911554e-68,2.5783796072959183e-68,2.5783796072865382e-68,2.5783796072912283e-68,2.578379607272395e-68,2.5783796072865382e-68,2.5783796072959183e-68,2.578379607220658e-68,3.8487114346676483e-287,0.9986691516782052,3.5665516622115836e-62,9.117860602371461e-123,0.0,9.871711284538411e-54,5.617276022653679e-20,2.4223221333292206e-168,2.222873766795617e-65,0.002545676648635623,0.0,0.0685186490152966,0.0,4.89625951287009e-305,8.952868340035555e-140,0.0,1.0983498576417951e-108,2.0387365343714355e-207,1.9644715426782004e-26,0.011284200619464804,2.6573623192099446e-79,5.699390335883074e-69,0.04451690284687083,0.0,6.287552274065449e-169,2.3164217014643713e-124,5.031458045182359e-11,2.3411971260926434e-11,0.0,0.0,1.273451757865198e-278,1.5371138857890053e-135,0.0,5.786131581058027e-72,1.153575974018611e-50,1.6656580794456958e-57,0.0,1.9770478342650658e-259,2.389184943438168e-62,6.41272116658337e-13,0.0,1.0566850943882838e-12,0.0,1.209846177908451e-122,0.0,1.793091505490556e-45,1.0058308817484994e-11,1.216635513508262e-181,2.48534239582988e-106,1.750804398592106e-11,1.6162572713501393e-10,0.2702864284718851,5.636524728443576e-62,0.018558350779893637,0.04005462167950151,1.2916079626672898e-26,1.7656594716359474e-26,5.589629529038762e-43,0.0,4.905159497829002e-37,0.3557054244863117,5.397597253203434e-06,1.2184223284555294e-31,4.263929957809943e-107,3.819011534830139e-11,4.383754331872009e-47,5.953236596887547e-89,0.07672065309979614,8.22081728663667e-23,1.159851372756017e-56,2.726452042704026e-10,4.059938048360512e-40,5.878779516124453e-22,7.755404726589851e-197,7.868082423241294e-43,1.6078571892947867e-66,2.812625515106009e-14,0.5532796597561569,0.7437113853594698
2,principal component 3,6.191050640238174e-14,2.759157304129264e-06,4.159068869806587e-08,2.4072300739620457e-31,6.962827748737719e-154,1.3899526847862832e-99,2.721868361217092e-92,0.6158337358566637,5.986744633731713e-35,,2.852943566804104e-17,1.2003062022298495e-109,1.366057449907732e-172,2.8933308466273616e-36,0.4718324680704703,7.736121387742952e-99,2.957277529604683e-07,0.0,0.000458281911974871,2.8496587497488524e-24,2.7408792072932947e-48,5.2458540188812784e-36,2.9053317505679394e-74,,1.1493739555898804e-33,1.384641012251791e-25,1.8095024420115724e-106,2.3357403703200195e-87,3.816797735342775e-14,6.369713526355015e-33,1.9311266777334972e-18,1.5896572723523794e-13,1.115499131481691e-07,0.6860057694581109,2.1007344049541734e-253,2.7470310198092633e-42,3.722826665374494e-151,2.7433008974547525e-286,3.459203964521981e-65,0.0,8.03243405024128e-66,0.0,5.4890547474532226e-76,0.0,1.7640231693502853e-11,5.725904782269099e-105,0.0,,8.429649730695879e-83,8.679262390516319e-150,3.682804885389998e-58,4.357157452863737e-93,0.0,0.13297242860157185,0.0,3.132882447541647e-272,9.507834762598855e-14,0.0,0.0,4.294027456925289e-196,9.726801498571745e-91,0.0,0.0,1.205100759227431e-44,0.0,1.9981077239479835e-119,6.179187717889727e-229,0.0,0.0,8.166633898633913e-44,5.344748128659754e-84,2.6837891590711328e-06,3.0989019747424264e-102,0.0036255390680969826,0.0,8.067307141793163e-32,2.3732155368393107e-05,0.0,9.326532442774129e-290,3.7856858080771724e-66,0.0,0.0,2.212715393122795e-137,1.7137025126135963e-221,2.622130490817631e-112,1.1655862869978628e-150,0.0,0.0,8.892576488980788e-221,2.9456569177343592e-192,3.6323627044e-314,0.0,2.5105690423866762e-220,3.68679576498274e-82,3.587358145191262e-141,1.6290983620838449e-55,0.0,0.0,8.796358830525418e-120,9.400888512824476e-08,0.0,0.0,0.00044024492131217245,2.6469848752682286e-257,1.5342493256790098e-13,0.0,0.0,0.0,6.090391795136802e-282,0.0,0.0,0.0,1.6230908481787732e-197,3.235e-320,5.144169175176624e-258,6.34450926834562e-305,0.0,1.5541383371593733e-217,0.0,2.02765308560118e-217,1.9599082790727574e-140,0.0,3.0652316099411735e-47,5.55551544419976e-284,4.349938325121907e-234,0.0,0.0,2.66654553651983e-224,0.0,0.0,1.735811747383902e-282,3.3761966790798857e-17,0.0,9.660981296890668e-229,0.0,4.618335784787419e-27,0.0,5.001183356672747e-133,2.4588275845e-314,0.0,0.0,0.0,0.0,0.0,0.0,8.659789046333268e-97,1.0691986246006362e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.2893023417589367e-300,0.0,2.810798393386565e-178,0.00011305969404612824,0.0,2.3511217333031843e-185,0.0,7.772541244048675e-147,3.435127874945574e-87,0.0,1.59174452348751e-233,0.0,2.264307535920516e-22,1.3910121896874636e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1253398459131395e-190,0.0,0.0,5.339554249858713e-174,0.0,0.0,2.065647850114604e-193,4.0900994805724263e-23,2.7873809297153727e-09,8.009189827495189e-193,8.376270395941285e-23,2.7873809297153727e-09,8.009189827495189e-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.606998869422387e-156,0.0,8.308877081456587e-06,9.411500119196936e-156,0.0,6.019850655585949e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.3820447166472486e-101,0.0,4.27205419443206e-49,1.9446277005810043e-110,0.0,4.27205419443206e-49,0.0,1.0220545765539332e-150,0.0,0.0,1.9137642065957274e-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.677780737047777e-18,3.618956446119209e-68,1.0489642060941338e-35,1.0436937229747841e-16,5.760239040805366e-62,1.0489642060941338e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.002649453599350169,1.3597541970301216e-23,4.200453160764514e-13,0.003451437434018852,1.4742975953965773e-23,4.200453160764514e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.100734404946531e-253,2.1007344049236038e-253,2.1007344047860402e-253,2.1007344049541734e-253,2.1007344049236038e-253,2.1007344047860402e-253,2.1007344049618158e-253,2.100734404946531e-253,2.1007344049541734e-253,2.1007344049618158e-253,2.100734404946531e-253,2.1007344049541734e-253,2.1007344049618158e-253,2.100734404946531e-253,2.1007344049618158e-253,2.1007344049388886e-253,2.100734404946531e-253,2.100734404946531e-253,2.1007344049541734e-253,2.1007344049618158e-253,2.1007344049388886e-253,2.1007344049541734e-253,2.1007344049618158e-253,2.100734404770755e-253,2.2525439099199545e-266,7.005481165058375e-73,5.579616343318734e-35,7.048886291348775e-10,2.7462227982392205e-08,0.0,2.0141263743584378e-05,6.759458845718438e-150,1.1581918836989596e-53,1.054999736677e-312,3.287144171004075e-62,1.4334802493379257e-08,2.4903383276624975e-127,6.866033533552023e-70,1.85158771569445e-11,7.13314185150289e-16,9.8337558991937e-105,5.319621659593615e-120,0.0,4.841143226066788e-06,0.0,4.44324605595144e-22,2.007053539610843e-54,2.647353935242297e-140,2.7290675234679833e-56,8.077888943252613e-143,6.72799627986782e-55,1.1377321898169077e-160,8.089299187468882e-147,0.0,7.762306270357724e-41,7.850255969662828e-155,2.987550362571874e-05,0.0,5.361366952241126e-97,1.9845745970520605e-85,0.0,7.133800301357635e-05,4.702416712401656e-28,5.48349710582519e-08,0.0,1.0252500454922422e-49,0.0,0.0,0.0002679217826183604,1.668692643026008e-213,0.0,0.1991178645632215,8.388258560020507e-193,3.572788121238363e-105,0.0,0.0,1.440819814827056e-300,2.5432497078403902e-197,0.06211754613639847,1.6014374690586699e-142,4.561802206863327e-10,6.463830607132442e-14,0.0,0.0,0.017457625873997455,4.376947995887896e-20,1.6417421396814614e-58,4.404613892936083e-136,4.2933984740256926e-66,3.658845732241497e-46,2.7680172844845744e-14,0.00010825722997469901,7.372746362589137e-101,0.0005968090156422146,2.3093135686549465e-87,2.686162321074717e-37,0.0,3.727220063711121e-38,0.0,0.0,8.332089509698522e-95,0.39603837451385815,0.8810963996937697
