,feature,importance_cluster_3
0,AA_sF2_mean_dist,0.05667459312772792
1,spectral_F_kurt,0.02548328923932009
2,AA_sF3_min,0.023266737639802866
3,AA_sF1_mean_dist,0.020208979711705863
4,AA_sF3_mean_dist,0.01980718167620221
5,EY_avg_dur,0.01876383141907108
6,IY_sF3_mean_dist,0.0157018435595555
7,N_avg_dur,0.015044456825618082
8,AE_sF4_mean,0.014775371426527878
9,spectral_F_intensity,0.014696812926740539
10,TH_avg_dur,0.014014565728350062
11,AE_sF2_min,0.01281375066695007
12,AO_sF4_mean_dist,0.012589923732255768
13,F0_range,0.011755092260301511
14,AA_sF2_mean,0.011726380487258953
15,spectral_F_sdev,0.011186848488050117
16,AE_sF4_min,0.011104339705396364
17,spectral_F_skew,0.010900069422289141
18,AA_sF4_max,0.01065009377180364
19,F0_mean,0.01060830298387065
20,AA_sF1_mean,0.010274267279823944
21,AO_sF1_mean_dist,0.010124218205754232
22,spectral_S_duration,0.010000417661404661
23,EY_sF2_min_third,0.00993243321364234
24,spectral_Z_intensity,0.009158217634906167
25,F0_std,0.009088598677314975
26,AH_sF1_max,0.009031967571525511
27,AA_sF1_min,0.009020580432909675
28,spectral_F_cog,0.008782836190328481
29,F0_10,0.008645042897031127
30,EH_sF1_min,0.00836388733061717
31,AA_sF4_mean_dist,0.008258644330387017
32,AA_sF1_max,0.008211298049104625
33,EY_sF2_min_first,0.007195972048692743
34,AA_sF2_min,0.006933844335172074
35,IH_sF4_mean,0.006911071671390785
36,AE_sF3_mean,0.006761153415510276
37,AE_sF3_min,0.006719721915391081
38,EY_sF2_mean_third,0.0064900029160825535
39,AO_sF1_mean,0.0064241885423645135
40,T_avg_dur,0.006300786398153231
41,IY_sF4_mean_dist,0.006264171133595573
42,AA_avg_dur,0.006072524318582767
43,EY_sF1_min_first,0.005944986402601282
44,IH_sF4_max,0.005872631512835483
45,IH_sF4_min,0.005861286413482622
46,EY_sF2_max_first,0.005852569532130673
47,spectral_S_sdev,0.00578623554585575
48,AH_sF3_min,0.005716252414865136
49,AE_sF1_min,0.005495350436016768
50,AA_sF2_max,0.005361229431783614
51,M_avg_dur,0.0053307455822899875
52,spectral_S_intensity,0.005259339922089883
53,IH_sF1_min,0.005195494621005655
54,IH_sF1_max,0.005152363901075915
55,vowel_avg_dur,0.00512597143911827
56,EH_sF1_mean_dist,0.004965711406099857
57,IY_sF2_mean_dist,0.004932566199746803
58,AH_sF3_mean,0.004931471703185985
59,OW_sF1_min_third,0.004891444749779973
60,EY_sF1_min_third,0.004810853832504448
61,AE_sF3_max,0.004789220349716001
62,EY_sF2_max_third,0.004759379705532911
63,IH_sF1_mean_dist,0.0046559168021079785
64,AH_sF2_min,0.004616281648774296
65,IH_sF1_mean,0.004480151063925596
66,EY_sF2_mean_first,0.004430896252348895
67,OW_sF1_min_first,0.004389866215835948
