Filename,Label,seg_Start,seg_End,H1c_mean,H1c_means001,H1c_means002,H1c_means003,H2c_mean,H2c_means001,H2c_means002,H2c_means003,H4c_mean,H4c_means001,H4c_means002,H4c_means003,A1c_mean,A1c_means001,A1c_means002,A1c_means003,A2c_mean,A2c_means001,A2c_means002,A2c_means003,A3c_mean,A3c_means001,A3c_means002,A3c_means003,H2Kc_mean,H2Kc_means001,H2Kc_means002,H2Kc_means003,H1H2c_mean,H1H2c_means001,H1H2c_means002,H1H2c_means003,H2H4c_mean,H2H4c_means001,H2H4c_means002,H2H4c_means003,H1A1c_mean,H1A1c_means001,H1A1c_means002,H1A1c_means003,H1A2c_mean,H1A2c_means001,H1A2c_means002,H1A2c_means003,H1A3c_mean,H1A3c_means001,H1A3c_means002,H1A3c_means003,H42Kc_mean,H42Kc_means001,H42Kc_means002,H42Kc_means003,H2KH5Kc_mean,H2KH5Kc_means001,H2KH5Kc_means002,H2KH5Kc_means003,CPP_mean,CPP_means001,CPP_means002,CPP_means003,Energy_mean,Energy_means001,Energy_means002,Energy_means003,HNR05_mean,HNR05_means001,HNR05_means002,HNR05_means003,HNR15_mean,HNR15_means001,HNR15_means002,HNR15_means003,HNR25_mean,HNR25_means001,HNR25_means002,HNR25_means003,HNR35_mean,HNR35_means001,HNR35_means002,HNR35_means003,SHR_mean,SHR_means001,SHR_means002,SHR_means003,H1u_mean,H1u_means001,H1u_means002,H1u_means003,H2u_mean,H2u_means001,H2u_means002,H2u_means003,H4u_mean,H4u_means001,H4u_means002,H4u_means003,A1u_mean,A1u_means001,A1u_means002,A1u_means003,A2u_mean,A2u_means001,A2u_means002,A2u_means003,A3u_mean,A3u_means001,A3u_means002,A3u_means003,H2Ku_mean,H2Ku_means001,H2Ku_means002,H2Ku_means003,H5Ku_mean,H5Ku_means001,H5Ku_means002,H5Ku_means003,H1H2u_mean,H1H2u_means001,H1H2u_means002,H1H2u_means003,H2H4u_mean,H2H4u_means001,H2H4u_means002,H2H4u_means003,H1A1u_mean,H1A1u_means001,H1A1u_means002,H1A1u_means003,H1A2u_mean,H1A2u_means001,H1A2u_means002,H1A2u_means003,H1A3u_mean,H1A3u_means001,H1A3u_means002,H1A3u_means003,H42Ku_mean,H42Ku_means001,H42Ku_means002,H42Ku_means003,H2KH5Ku_mean,H2KH5Ku_means001,H2KH5Ku_means002,H2KH5Ku_means003,strF0_mean,strF0_means001,strF0_means002,strF0_means003,sF0_mean,sF0_means001,sF0_means002,sF0_means003,pF0_mean,pF0_means001,pF0_means002,pF0_means003,shrF0_mean,shrF0_means001,shrF0_means002,shrF0_means003,oF0_mean,oF0_means001,oF0_means002,oF0_means003,sF1_mean,sF1_means001,sF1_means002,sF1_means003,sF2_mean,sF2_means001,sF2_means002,sF2_means003,sF3_mean,sF3_means001,sF3_means002,sF3_means003,sF4_mean,sF4_means001,sF4_means002,sF4_means003,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF4_mean,pF4_means001,pF4_means002,pF4_means003,oF1_mean,oF1_means001,oF1_means002,oF1_means003,oF2_mean,oF2_means001,oF2_means002,oF2_means003,oF3_mean,oF3_means001,oF3_means002,oF3_means003,oF4_mean,oF4_means001,oF4_means002,oF4_means003,sB1_mean,sB1_means001,sB1_means002,sB1_means003,sB2_mean,sB2_means001,sB2_means002,sB2_means003,sB3_mean,sB3_means001,sB3_means002,sB3_means003,sB4_mean,sB4_means001,sB4_means002,sB4_means003,pB1_mean,pB1_means001,pB1_means002,pB1_means003,pB2_mean,pB2_means001,pB2_means002,pB2_means003,pB3_mean,pB3_means001,pB3_means002,pB3_means003,pB4_mean,pB4_means001,pB4_means002,pB4_means003,oB1_mean,oB1_means001,oB1_means002,oB1_means003,oB2_mean,oB2_means001,oB2_means002,oB2_means003,oB3_mean,oB3_means001,oB3_means002,oB3_means003,oB4_mean,oB4_means001,oB4_means002,oB4_means003,epoch_mean,epoch_means001,epoch_means002,epoch_means003,soe_mean,soe_means001,soe_means002,soe_means003,
likeavirgin_journey.mat,SH,230.000,340.000,-8.135,0.140,-9.383,-15.240,-2.736,2.077,-3.691,-6.656,-4.134,-5.354,-4.330,-2.838,-16.710,-6.408,-19.452,-24.432,6.268,-1.283,9.062,11.100,14.839,5.080,21.002,18.744,6.897,5.090,9.715,5.885,-5.399,-1.936,-5.692,-8.584,1.397,7.430,0.638,-3.818,8.575,6.549,10.069,9.192,-14.403,1.424,-18.445,-26.340,-22.974,-4.940,-30.385,-33.984,-11.031,-10.444,-14.045,-8.724,2.767,8.670,-0.128,-0.626,13.980,14.175,14.139,13.647,3.787,2.280,5.152,4.006,24.290,18.742,26.206,27.987,28.224,23.102,29.643,31.966,22.107,19.733,21.964,24.579,17.560,18.377,16.516,17.692,0.236,0.000,0.392,0.308,-5.314,1.251,-6.230,-11.040,0.783,7.578,-0.100,-5.185,-11.400,-2.868,-13.933,-17.546,-2.796,14.089,-7.102,-15.550,4.151,4.655,5.013,2.806,10.699,6.828,13.568,11.857,-0.875,1.555,2.846,-6.804,4.130,-3.580,9.843,6.512,-6.097,-6.327,-6.129,-5.854,12.183,10.446,13.833,12.361,-2.518,-12.838,0.873,4.511,-9.465,-3.405,-11.243,-13.846,-16.013,-5.577,-19.797,-22.896,-10.525,-4.423,-16.779,-10.742,-2.201,10.899,-4.543,-13.172,136.042,134.182,135.985,137.972,1.247,3.644,0.000,0.000,NaN,NaN,NaN,NaN,137.393,136.964,137.638,137.564,NaN,NaN,NaN,NaN,270.968,392.306,214.610,204.801,1904.482,1858.962,1886.154,1973.349,2510.367,2452.711,2576.093,2509.809,3284.952,3169.666,3227.060,3454.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,403.526,209.662,520.635,491.851,459.128,250.494,340.202,776.014,364.320,320.801,200.903,562.677,324.396,305.814,359.746,311.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.117,0.132,0.135,0.105,0.012,0.020,0.009,0.005,
likeavirgin_journey.mat,IY,340.000,430.000,0.183,-6.956,4.414,3.306,-1.067,-6.012,0.592,2.258,0.547,-4.391,1.464,4.577,-4.664,-12.838,0.015,-0.944,11.895,3.361,11.717,20.637,14.892,21.283,13.482,9.817,5.380,2.191,6.404,7.476,1.250,-0.944,3.822,1.048,-1.615,-1.621,-0.873,-2.318,4.847,5.882,4.399,4.251,-11.712,-10.317,-7.303,-17.331,-14.709,-28.239,-9.068,-6.511,-4.833,-6.582,-4.940,-2.899,16.540,10.197,20.500,18.994,21.471,16.774,21.187,26.488,1.527,0.920,0.851,2.771,30.690,22.535,33.369,36.191,38.670,29.952,41.699,44.462,34.031,25.476,37.231,39.533,28.992,20.061,31.858,35.208,0.437,0.382,0.485,0.447,2.968,-3.252,6.998,5.360,9.699,0.586,13.884,14.832,-8.964,-16.928,-7.919,-2.022,9.036,-1.148,13.882,14.623,7.483,-1.627,6.926,17.168,7.849,9.946,4.310,9.129,-3.445,-7.341,-2.697,-0.346,-11.160,-8.006,-14.096,-11.519,-6.731,-3.839,-6.886,-9.472,18.663,17.514,21.802,16.854,-6.069,-2.104,-6.884,-9.263,-4.516,-1.625,0.071,-11.808,-4.881,-13.199,2.688,-3.769,-5.518,-9.587,-5.221,-1.675,4.734,-5.167,11.068,8.470,145.153,152.010,142.192,141.132,70.848,0.000,118.105,94.372,NaN,NaN,NaN,NaN,146.247,154.326,142.894,141.383,NaN,NaN,NaN,NaN,300.732,275.545,282.910,342.702,2147.913,2060.195,2204.955,2181.231,2808.710,2907.363,2933.151,2590.781,3743.442,3602.597,3632.540,3987.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.343,124.580,30.265,71.376,115.932,192.742,65.926,85.516,306.248,203.768,340.481,378.209,271.137,252.553,215.634,344.111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.143,0.161,0.129,0.129,0.042,0.032,0.056,0.041,
likeavirgin_journey.mat,EH,430.000,480.000,4.285,3.875,4.462,4.534,8.040,5.492,7.607,10.962,3.112,2.791,4.425,2.271,-4.601,-4.396,-4.297,-5.051,9.351,16.693,9.416,1.933,12.775,10.403,14.310,13.789,11.459,9.252,12.002,13.135,-3.756,-1.617,-3.145,-6.428,4.928,2.701,3.181,8.691,8.886,8.271,8.759,9.586,-5.066,-12.818,-4.954,2.601,-8.490,-6.528,-9.848,-9.254,-8.347,-6.461,-7.576,-10.864,30.553,24.958,32.001,34.902,23.968,21.270,24.281,26.350,3.690,4.672,3.977,2.466,29.607,27.333,31.344,30.377,29.679,30.597,31.438,27.205,24.552,24.825,24.328,24.435,22.860,21.911,21.904,24.592,0.449,0.000,0.584,0.762,5.170,4.993,5.265,5.257,12.303,11.237,11.314,14.212,13.057,5.728,15.243,18.500,17.680,16.305,18.443,18.424,16.886,19.785,17.267,13.648,15.193,16.630,17.566,11.704,10.872,15.988,13.484,3.523,-19.093,-15.707,-19.999,-21.767,-7.133,-6.244,-6.049,-8.955,-0.754,5.509,-3.929,-4.288,-12.510,-11.312,-13.178,-13.167,-11.716,-14.792,-12.003,-8.391,-10.023,-11.637,-12.301,-6.447,2.185,-10.260,1.758,14.977,28.578,22.810,33.411,30.188,136.106,137.821,137.016,133.597,110.170,67.608,133.892,132.972,NaN,NaN,NaN,NaN,135.526,137.683,135.446,133.418,NaN,NaN,NaN,NaN,483.552,457.617,504.333,491.523,1691.687,1959.610,1722.187,1398.140,2602.855,2535.888,2560.589,2706.369,4091.180,3977.380,4089.445,4204.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.776,94.594,130.192,196.338,182.406,136.429,178.020,233.530,308.680,178.267,151.288,574.380,346.274,194.201,393.313,449.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.137,0.111,0.176,0.167,0.031,0.026,0.034,0.032,
likeavirgin_journey.mat,M,480.000,530.000,6.404,5.626,6.269,7.308,5.599,10.001,5.409,1.387,6.117,3.535,6.293,8.556,-9.473,-9.498,-13.079,-6.313,-0.078,-1.210,-0.133,1.111,14.920,13.731,14.162,16.777,20.319,19.154,21.877,20.180,0.805,-4.376,0.859,5.921,-0.518,6.467,-0.883,-7.169,15.877,15.123,19.348,13.620,6.482,6.836,6.402,6.197,-8.516,-8.106,-7.893,-9.469,-14.202,-15.620,-15.584,-11.624,39.338,39.363,42.223,36.845,20.778,21.537,18.624,21.904,0.760,1.251,0.577,0.424,23.528,17.967,23.749,28.855,24.793,15.960,25.650,32.832,24.331,17.496,24.620,30.888,25.522,19.971,25.120,31.407,0.689,0.608,0.769,0.696,7.880,6.598,7.800,9.238,13.777,14.743,13.809,12.792,7.845,13.328,5.532,4.400,9.274,12.520,5.133,9.642,8.754,10.633,8.190,7.388,4.063,4.760,3.787,3.595,-1.377,0.531,0.199,-4.627,-19.019,-20.209,-20.346,-16.665,-5.897,-8.144,-6.009,-3.554,5.933,1.415,8.277,8.391,-1.393,-5.922,2.667,-0.404,-0.874,-4.035,-0.390,1.850,3.817,1.838,4.012,5.643,9.221,12.797,5.333,9.028,20.235,22.519,21.028,17.261,132.794,131.869,133.175,133.418,133.091,133.145,133.432,132.749,NaN,NaN,NaN,NaN,132.139,128.659,134.050,134.072,NaN,NaN,NaN,NaN,324.377,365.923,325.188,281.302,1183.706,1205.428,1180.237,1164.474,2320.761,2327.862,2327.370,2304.317,4195.113,4297.110,4252.764,4042.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,309.971,264.988,375.197,299.247,289.069,272.831,369.473,236.316,225.833,414.434,171.219,81.863,282.395,358.801,309.527,185.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.118,0.111,0.118,0.111,0.061,0.053,0.059,0.071,
likeavirgin_journey.mat,B,530.000,580.000,6.747,7.353,7.164,5.784,-0.620,-2.467,-3.145,3.398,1.423,6.272,-1.173,-1.222,-20.149,-3.217,-22.114,-35.378,-14.137,-2.618,-15.526,-24.494,-3.546,18.329,-3.810,-25.129,-4.419,17.627,-2.853,-27.785,7.367,9.820,10.309,2.386,-2.043,-8.738,-1.972,4.620,26.895,10.571,29.278,41.162,20.884,9.972,22.690,30.278,10.293,-10.975,10.974,30.913,5.842,-11.356,1.681,26.563,18.291,35.014,22.267,-1.809,17.737,18.585,16.897,17.631,0.810,0.256,0.201,1.891,18.380,24.546,17.637,12.923,23.152,30.235,23.413,15.931,23.535,28.386,23.570,18.726,26.027,29.970,27.222,21.105,0.210,0.303,0.000,0.291,8.145,9.815,8.751,5.963,6.270,10.187,4.166,4.183,-1.853,-1.092,-5.466,0.444,1.775,10.182,-1.563,-3.781,-2.253,1.073,-5.025,-3.254,-4.848,2.506,-6.642,-10.658,-13.549,-9.796,-14.242,-16.736,-22.710,-17.387,-25.120,-25.976,1.875,-0.372,4.585,1.780,8.124,11.279,9.633,3.740,6.370,-0.368,10.315,9.744,10.398,8.741,13.776,9.217,12.993,7.309,15.394,16.621,11.695,8.704,8.776,17.180,9.548,9.208,8.958,10.396,122.978,128.330,123.020,117.311,55.671,129.569,37.324,0.000,NaN,NaN,NaN,NaN,133.976,130.305,125.315,145.331,NaN,NaN,NaN,NaN,852.006,248.476,1206.952,1108.374,1956.220,1225.555,2280.685,2365.945,2932.054,2386.143,3160.201,3253.165,4020.245,3998.706,4064.365,4003.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,381.212,236.580,663.506,269.746,273.249,475.783,114.203,242.638,475.476,86.542,1141.566,196.104,282.405,147.788,143.808,536.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.118,0.167,0.118,0.111,0.060,0.070,0.059,0.046,
likeavirgin_journey.mat,AA,580.000,660.000,2.796,2.200,2.661,3.519,6.688,6.790,7.688,5.668,11.896,12.958,11.351,11.387,-7.859,-14.021,-3.558,-5.639,-11.297,-10.688,-8.712,-14.222,-8.195,-9.867,-9.326,-5.424,-13.665,-15.137,-12.181,-13.557,-3.892,-4.589,-5.027,-2.149,-5.208,-6.168,-3.663,-5.719,10.656,16.222,6.219,9.158,14.094,12.888,11.373,17.741,10.991,12.067,11.987,8.943,25.561,28.095,23.532,24.944,1.970,5.306,2.134,-1.497,20.869,18.054,20.629,23.917,10.242,7.752,12.498,10.678,21.184,12.261,23.110,28.307,12.152,6.934,12.573,16.937,16.008,12.507,16.813,18.722,17.380,14.013,17.369,20.716,0.654,0.532,0.704,0.739,2.931,2.337,2.795,3.653,7.236,7.347,8.231,6.211,14.247,15.358,13.684,13.703,23.123,16.535,26.956,26.191,8.436,7.647,9.563,8.236,4.477,5.445,4.117,3.902,-3.273,-7.245,-4.739,2.012,-15.635,-20.443,-14.315,-12.060,-4.305,-5.010,-5.436,-2.558,-7.010,-8.011,-5.453,-7.493,-20.191,-14.198,-24.162,-22.539,-5.505,-5.309,-6.768,-4.583,-1.545,-3.108,-1.323,-0.249,17.519,22.603,18.423,11.691,11.016,11.119,12.484,9.519,122.011,121.487,119.521,124.662,97.452,51.067,120.355,123.405,NaN,NaN,NaN,NaN,130.017,146.517,119.782,122.731,NaN,NaN,NaN,NaN,1104.593,1062.400,1080.557,1168.844,2297.412,2463.252,2365.944,2068.568,3324.065,3201.370,3377.728,3394.190,4396.236,4244.868,4448.182,4496.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.931,83.082,41.415,73.813,128.277,101.955,163.622,121.058,184.163,181.648,242.278,133.698,342.220,630.005,317.503,75.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.123,0.143,0.148,0.107,0.030,0.029,0.035,0.026,
likeavirgin_journey.mat,R,660.000,730.000,5.068,4.023,5.708,5.488,5.616,4.871,5.860,6.138,12.917,9.949,13.729,15.097,-12.563,-10.816,-11.688,-15.129,-16.437,-14.745,-15.709,-18.815,-2.871,-2.137,-2.257,-4.220,-13.443,-15.486,-11.478,-13.342,-0.549,-0.847,-0.152,-0.650,-7.301,-5.078,-7.869,-8.960,17.631,14.839,17.396,20.617,21.505,18.768,21.417,24.303,7.939,6.160,7.965,9.708,26.360,25.435,25.207,28.439,5.233,1.320,5.600,8.824,23.078,25.628,23.535,20.026,7.453,9.268,8.363,4.714,33.622,37.731,36.563,26.583,23.060,26.294,25.391,17.485,24.232,25.953,25.782,20.954,27.302,27.749,28.085,26.069,0.461,0.706,0.335,0.317,5.207,4.156,5.849,5.631,6.179,5.408,6.431,6.718,15.296,12.222,16.143,17.546,24.051,23.168,24.418,24.608,15.753,12.890,16.159,18.241,2.489,5.581,2.453,-0.563,0.277,7.074,-0.440,-5.771,-18.676,-16.806,-17.078,-22.166,-0.973,-1.252,-0.582,-1.087,-9.116,-6.814,-9.712,-10.828,-18.844,-19.013,-18.569,-18.977,-10.547,-8.734,-10.310,-12.610,2.718,-1.425,3.396,6.195,15.019,5.148,16.583,23.317,19.482,22.657,19.456,16.365,127.316,125.713,128.491,127.825,94.461,125.216,127.540,32.005,NaN,NaN,NaN,NaN,158.171,124.672,140.228,212.749,NaN,NaN,NaN,NaN,1290.670,1238.601,1267.360,1365.189,1702.288,1861.798,1668.216,1577.478,3463.246,3413.274,3467.001,3509.180,4372.288,4455.544,4352.332,4309.130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.574,129.462,80.312,97.656,119.886,112.498,99.498,146.660,109.726,105.115,142.788,79.581,108.347,83.167,133.533,107.770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.127,0.125,0.120,0.125,0.043,0.049,0.046,0.033,
likeavirgin_journey.mat,K,730.000,770.000,0.917,4.050,1.140,-2.432,-1.811,2.837,-1.991,-6.285,4.566,7.056,4.867,1.773,-35.628,-33.541,-35.976,-37.467,-34.977,-33.220,-35.308,-36.488,-17.760,-10.020,-19.773,-23.522,-23.252,-18.547,-23.991,-27.185,2.728,1.213,3.131,3.853,-6.377,-4.220,-6.858,-8.058,36.545,37.590,37.115,35.035,35.894,37.269,36.447,34.056,18.677,14.069,20.913,21.090,27.819,25.603,28.858,28.957,5.875,7.160,5.834,4.714,17.216,18.543,17.479,15.630,0.505,1.105,0.246,0.155,22.023,19.737,20.242,26.077,16.421,13.125,14.716,21.404,20.871,18.437,20.286,23.914,26.417,24.755,26.683,27.849,0.648,0.653,0.637,0.658,1.049,4.180,1.271,-2.296,-1.275,3.362,-1.458,-5.734,6.817,9.257,7.103,4.090,8.824,16.234,8.359,1.862,7.506,15.488,7.109,-0.060,-13.432,-6.331,-15.562,-18.477,-14.157,-10.999,-16.297,-15.257,-29.128,-25.706,-29.825,-31.899,2.325,0.817,2.730,3.438,-8.092,-5.895,-8.561,-9.824,-7.774,-12.054,-7.088,-4.158,-6.457,-11.308,-5.838,-2.236,14.481,10.510,16.833,16.181,20.974,20.256,23.400,19.347,14.775,15.603,14.318,14.385,126.133,120.888,129.324,127.869,0.000,0.000,0.000,0.000,NaN,NaN,NaN,NaN,124.672,124.672,124.672,124.672,NaN,NaN,NaN,NaN,1374.775,1387.934,1302.145,1432.391,1667.699,1545.862,1606.082,1843.224,3502.480,3478.125,3426.504,3606.384,4365.820,4355.461,4362.144,4382.924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336.496,381.969,205.592,426.146,341.978,196.191,232.612,590.434,439.117,212.120,516.832,584.988,307.000,203.596,327.503,388.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.122,0.143,0.133,0.143,0.022,0.032,0.026,0.013,
likeavirgin_journey.mat,S,770.000,850.000,-7.606,-5.604,-9.194,-8.145,-10.157,-8.635,-10.529,-11.363,-16.690,-11.368,-23.210,-16.004,-35.686,-34.961,-31.739,-40.088,-23.828,-26.360,-19.227,-25.449,-4.327,-6.905,6.405,-11.650,-11.110,-10.147,-4.170,-18.392,2.551,3.031,1.335,3.218,6.533,2.733,12.681,4.641,28.081,29.357,22.544,31.943,16.222,20.756,10.032,17.304,-3.279,1.301,-15.600,3.505,-5.580,-1.221,-19.040,2.388,-7.928,-1.502,-8.017,-14.286,13.858,14.057,13.955,13.579,0.833,0.643,1.274,0.620,28.387,28.069,31.185,26.135,26.037,23.865,29.492,25.026,24.924,22.137,27.570,25.272,24.597,22.701,25.994,25.199,0.357,0.295,0.578,0.217,-7.275,-5.292,-8.652,-7.991,-8.724,-7.287,-8.137,-10.728,-7.352,-2.896,-6.072,-13.007,-6.810,-3.268,-7.049,-10.215,-5.915,-1.787,-6.717,-9.302,-4.455,-9.011,-3.405,-0.847,-10.567,-6.601,-11.990,-13.173,-3.182,-8.645,3.847,-4.106,1.449,1.996,-0.515,2.738,-1.371,-4.392,-2.065,2.278,-0.464,-2.024,-1.603,2.225,-1.360,-3.505,-1.934,1.312,-2.819,3.720,-5.246,-7.144,3.214,3.705,5.919,0.166,-4.401,10.282,-12.734,-11.424,124.769,127.190,125.258,121.827,0.000,0.000,0.000,0.000,NaN,NaN,NaN,NaN,129.829,130.535,132.564,126.008,NaN,NaN,NaN,NaN,836.117,685.752,747.344,1068.420,2100.201,1634.408,2058.174,2608.838,3505.506,3441.186,3491.283,3581.538,4404.855,4385.892,4320.846,4500.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,507.928,611.258,511.516,393.081,422.754,315.644,510.532,441.503,274.058,442.938,257.398,115.391,360.025,268.114,303.641,501.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.123,0.143,0.148,0.107,0.009,0.009,0.009,0.007,
likeavirgin_journey.mat,AA,850.000,942.291,6.080,4.302,6.205,7.836,4.383,-3.015,7.198,9.258,-6.102,-9.933,-6.018,-2.196,-16.637,-27.624,-12.100,-9.729,-18.751,-27.505,-16.594,-11.904,-5.191,-9.166,-4.726,-1.519,-15.084,-22.565,-10.236,-12.100,1.697,7.317,-0.993,-1.422,10.485,6.917,13.216,11.453,22.716,31.926,18.305,17.564,24.830,31.807,22.799,19.740,11.271,13.469,10.931,9.355,8.982,12.633,4.218,9.905,0.479,-6.215,4.788,3.270,21.871,15.070,22.842,27.964,1.662,0.529,2.336,2.162,27.940,22.515,26.346,35.360,23.179,21.957,19.341,28.456,27.065,25.827,23.930,31.635,28.314,27.617,25.483,31.997,0.291,0.087,0.455,0.342,6.482,4.577,6.709,8.267,6.111,-1.850,9.390,11.107,5.232,-2.874,9.860,9.022,9.169,0.439,12.344,15.093,-6.507,-13.660,-5.667,-0.041,-1.664,-3.240,-3.167,1.442,-10.564,-19.676,-8.297,-3.430,-15.563,-16.351,-15.024,-15.371,0.370,6.427,-2.681,-2.840,0.880,1.024,-0.470,2.086,-2.688,4.138,-5.635,-6.825,12.988,18.237,12.377,8.308,8.146,7.817,9.876,6.825,15.796,16.802,18.157,12.452,2.732,-6.471,4.740,10.218,130.182,138.537,128.426,123.346,113.823,127.605,90.858,124.274,NaN,NaN,NaN,NaN,133.914,147.186,129.424,124.622,NaN,NaN,NaN,NaN,642.821,765.615,604.531,552.249,2044.482,2329.732,1845.740,1946.219,3019.133,3400.077,2858.780,2777.094,3726.674,3886.148,3603.823,3681.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,252.588,321.740,203.716,229.118,633.102,558.549,840.415,508.696,459.794,666.576,352.890,360.225,166.418,319.331,102.685,72.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.129,0.156,0.125,0.129,0.046,0.044,0.042,0.054,
