Filename,Label,seg_Start,seg_End,H1c_mean,H1c_means001,H1c_means002,H1c_means003,H2c_mean,H2c_means001,H2c_means002,H2c_means003,H4c_mean,H4c_means001,H4c_means002,H4c_means003,A1c_mean,A1c_means001,A1c_means002,A1c_means003,A2c_mean,A2c_means001,A2c_means002,A2c_means003,A3c_mean,A3c_means001,A3c_means002,A3c_means003,H2Kc_mean,H2Kc_means001,H2Kc_means002,H2Kc_means003,H1H2c_mean,H1H2c_means001,H1H2c_means002,H1H2c_means003,H2H4c_mean,H2H4c_means001,H2H4c_means002,H2H4c_means003,H1A1c_mean,H1A1c_means001,H1A1c_means002,H1A1c_means003,H1A2c_mean,H1A2c_means001,H1A2c_means002,H1A2c_means003,H1A3c_mean,H1A3c_means001,H1A3c_means002,H1A3c_means003,H42Kc_mean,H42Kc_means001,H42Kc_means002,H42Kc_means003,H2KH5Kc_mean,H2KH5Kc_means001,H2KH5Kc_means002,H2KH5Kc_means003,CPP_mean,CPP_means001,CPP_means002,CPP_means003,Energy_mean,Energy_means001,Energy_means002,Energy_means003,HNR05_mean,HNR05_means001,HNR05_means002,HNR05_means003,HNR15_mean,HNR15_means001,HNR15_means002,HNR15_means003,HNR25_mean,HNR25_means001,HNR25_means002,HNR25_means003,HNR35_mean,HNR35_means001,HNR35_means002,HNR35_means003,SHR_mean,SHR_means001,SHR_means002,SHR_means003,H1u_mean,H1u_means001,H1u_means002,H1u_means003,H2u_mean,H2u_means001,H2u_means002,H2u_means003,H4u_mean,H4u_means001,H4u_means002,H4u_means003,A1u_mean,A1u_means001,A1u_means002,A1u_means003,A2u_mean,A2u_means001,A2u_means002,A2u_means003,A3u_mean,A3u_means001,A3u_means002,A3u_means003,H2Ku_mean,H2Ku_means001,H2Ku_means002,H2Ku_means003,H5Ku_mean,H5Ku_means001,H5Ku_means002,H5Ku_means003,H1H2u_mean,H1H2u_means001,H1H2u_means002,H1H2u_means003,H2H4u_mean,H2H4u_means001,H2H4u_means002,H2H4u_means003,H1A1u_mean,H1A1u_means001,H1A1u_means002,H1A1u_means003,H1A2u_mean,H1A2u_means001,H1A2u_means002,H1A2u_means003,H1A3u_mean,H1A3u_means001,H1A3u_means002,H1A3u_means003,H42Ku_mean,H42Ku_means001,H42Ku_means002,H42Ku_means003,H2KH5Ku_mean,H2KH5Ku_means001,H2KH5Ku_means002,H2KH5Ku_means003,strF0_mean,strF0_means001,strF0_means002,strF0_means003,sF0_mean,sF0_means001,sF0_means002,sF0_means003,pF0_mean,pF0_means001,pF0_means002,pF0_means003,shrF0_mean,shrF0_means001,shrF0_means002,shrF0_means003,oF0_mean,oF0_means001,oF0_means002,oF0_means003,sF1_mean,sF1_means001,sF1_means002,sF1_means003,sF2_mean,sF2_means001,sF2_means002,sF2_means003,sF3_mean,sF3_means001,sF3_means002,sF3_means003,sF4_mean,sF4_means001,sF4_means002,sF4_means003,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF4_mean,pF4_means001,pF4_means002,pF4_means003,oF1_mean,oF1_means001,oF1_means002,oF1_means003,oF2_mean,oF2_means001,oF2_means002,oF2_means003,oF3_mean,oF3_means001,oF3_means002,oF3_means003,oF4_mean,oF4_means001,oF4_means002,oF4_means003,sB1_mean,sB1_means001,sB1_means002,sB1_means003,sB2_mean,sB2_means001,sB2_means002,sB2_means003,sB3_mean,sB3_means001,sB3_means002,sB3_means003,sB4_mean,sB4_means001,sB4_means002,sB4_means003,pB1_mean,pB1_means001,pB1_means002,pB1_means003,pB2_mean,pB2_means001,pB2_means002,pB2_means003,pB3_mean,pB3_means001,pB3_means002,pB3_means003,pB4_mean,pB4_means001,pB4_means002,pB4_means003,oB1_mean,oB1_means001,oB1_means002,oB1_means003,oB2_mean,oB2_means001,oB2_means002,oB2_means003,oB3_mean,oB3_means001,oB3_means002,oB3_means003,oB4_mean,oB4_means001,oB4_means002,oB4_means003,epoch_mean,epoch_means001,epoch_means002,epoch_means003,soe_mean,soe_means001,soe_means002,soe_means003,
genderreveal_tenpercentoff.mat,R,1560.000,1640.000,0.316,6.534,2.050,-7.521,4.225,10.765,10.004,-7.751,-1.057,-4.616,3.772,-2.018,-11.259,-12.022,-8.426,-13.191,-8.402,-7.654,-8.186,-9.395,-14.960,-14.595,-12.298,-17.827,-4.149,0.483,0.733,-13.245,-3.909,-4.231,-7.954,0.230,5.282,15.382,6.233,-5.733,11.575,18.557,10.476,5.670,8.718,14.188,10.236,1.874,15.275,21.129,14.348,10.306,3.092,-5.099,3.038,11.226,27.326,34.018,31.661,16.572,15.125,15.766,15.714,13.922,1.196,1.539,1.747,0.352,9.316,5.340,6.037,16.361,9.549,8.155,3.472,16.554,17.319,20.178,12.001,19.389,26.862,29.305,22.726,28.247,0.143,0.261,0.128,0.030,3.148,7.148,2.550,-0.353,7.826,13.590,12.229,-2.002,0.340,2.139,6.617,-7.227,11.707,9.540,18.516,7.548,6.141,6.299,11.398,1.138,-4.492,-14.242,6.323,-4.671,-16.125,-24.395,-13.982,-9.831,-31.475,-33.536,-30.928,-29.817,-4.678,-6.442,-9.679,1.649,7.486,11.451,5.611,5.225,-8.559,-2.391,-15.966,-7.902,-2.993,0.849,-8.849,-1.491,7.640,21.390,-3.774,4.318,16.465,26.534,20.599,2.604,13.934,8.710,13.542,19.529,238.742,83.651,162.410,461.394,32.447,0.000,23.467,71.236,NaN,NaN,NaN,NaN,180.760,164.429,182.714,196.841,NaN,NaN,NaN,NaN,567.251,535.741,594.536,574.201,1393.706,1118.332,1383.167,1678.988,1829.666,1677.021,1725.527,2078.011,3993.756,4079.621,4057.628,3845.020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.292,203.676,67.179,38.725,73.331,94.880,84.447,44.438,241.041,454.930,99.426,160.064,302.921,317.037,248.128,341.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.099,0.071,0.111,0.107,0.012,0.017,0.013,0.008,
genderreveal_tenpercentoff.mat,T,1640.000,1700.000,-15.151,-15.234,-15.503,-14.748,-18.606,-14.938,-18.752,-22.087,-16.581,-11.286,-17.714,-20.832,-26.333,-20.797,-26.238,-31.974,-27.552,-20.770,-24.674,-37.040,-27.297,-25.438,-26.573,-29.823,-23.476,-22.984,-21.242,-26.046,3.455,-0.296,3.250,7.339,-2.025,-3.652,-1.038,-1.254,11.182,5.563,10.735,17.225,12.400,5.536,9.172,22.292,12.145,10.204,11.070,15.075,6.896,11.697,3.528,5.213,19.911,16.515,20.668,22.665,14.159,13.290,14.217,14.995,0.027,0.057,0.021,0.003,24.060,24.486,21.534,26.059,34.325,29.999,33.583,39.394,37.814,32.021,36.930,44.489,42.791,38.272,41.748,48.332,0.259,0.316,0.339,0.104,-9.952,-4.767,-12.629,-12.659,-11.658,-13.266,-7.631,-13.823,-23.468,-22.320,-23.261,-24.804,-8.021,-2.432,-7.251,-14.368,-22.965,-15.222,-19.900,-33.626,-33.488,-25.446,-33.284,-41.785,-32.266,-23.955,-31.764,-41.096,-43.388,-39.499,-41.910,-48.710,1.707,8.499,-4.998,1.164,11.810,9.054,15.629,10.981,-1.930,-2.335,-5.379,1.709,13.013,10.455,7.270,20.967,23.537,20.679,20.654,29.126,8.798,1.634,8.503,16.292,13.063,18.009,13.329,7.815,187.471,255.061,177.973,128.470,0.000,0.000,0.000,0.000,NaN,NaN,NaN,NaN,191.200,282.138,158.007,142.057,NaN,NaN,NaN,NaN,373.628,427.373,368.104,325.817,1690.939,1705.503,1697.823,1670.188,2807.834,2669.713,2658.490,3096.080,4057.082,4096.403,4019.573,4051.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.987,64.347,125.612,153.578,242.636,55.460,196.999,477.223,530.627,416.891,536.580,631.924,490.909,286.456,536.904,643.180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.098,0.143,0.095,0.095,0.003,0.004,0.002,0.002,
genderreveal_tenpercentoff.mat,DH,1700.000,1740.000,-22.324,-13.683,-23.862,-29.451,-25.416,-21.297,-27.183,-27.769,-26.841,-18.695,-27.919,-33.997,-42.878,-30.641,-49.492,-48.735,-41.667,-37.203,-48.016,-39.980,-27.503,-22.981,-33.357,-26.349,-25.689,-21.733,-32.856,-22.668,3.092,7.614,3.321,-1.682,1.425,-2.602,0.737,6.228,20.554,16.959,25.629,19.284,19.343,23.521,24.153,10.528,5.179,9.298,9.495,-3.102,-1.152,3.038,4.937,-11.328,18.500,24.929,11.199,19.190,16.077,15.400,15.153,17.675,0.013,0.003,0.004,0.033,30.803,25.834,32.878,33.763,40.859,39.663,42.650,40.318,44.479,45.015,46.103,42.360,47.276,48.419,48.610,44.831,0.265,0.391,0.303,0.059,-21.416,-12.113,-22.943,-29.225,-21.602,-14.149,-23.853,-26.861,-27.146,-22.239,-29.548,-29.702,-22.521,-15.523,-27.658,-24.530,-33.380,-35.525,-37.203,-27.493,-38.381,-40.779,-39.553,-34.847,-40.977,-42.430,-43.905,-36.642,-44.189,-46.662,-44.055,-41.858,0.186,2.036,0.909,-2.364,5.544,8.090,5.695,2.841,1.105,3.410,4.715,-4.695,11.963,23.411,14.260,-1.731,16.965,28.666,16.610,5.622,13.831,20.191,14.357,6.940,3.830,7.102,2.783,1.570,75.316,93.368,72.280,62.960,0.000,0.000,0.000,0.000,NaN,NaN,NaN,NaN,145.733,127.114,161.206,140.960,NaN,NaN,NaN,NaN,546.759,626.715,647.977,408.837,1670.871,1809.037,1633.734,1602.515,3018.856,3053.674,3201.734,2809.978,4141.421,4013.631,4064.885,4330.199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,371.426,376.848,412.285,335.589,483.874,684.460,414.262,375.496,540.347,681.027,436.007,517.292,505.336,547.061,468.730,511.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.073,0.071,0.067,0.071,0.000,0.001,0.000,0.000,
genderreveal_tenpercentoff.mat,AH,1740.000,1810.000,-5.677,-22.511,-3.095,8.622,-1.016,-16.759,3.033,10.774,-8.420,-19.591,-2.525,-3.007,-21.130,-32.236,-18.107,-12.952,-19.038,-23.911,-18.942,-14.230,-8.412,-14.470,-10.469,-0.372,-12.826,-12.712,-13.851,-11.871,-4.661,-5.752,-6.128,-2.152,7.404,2.833,5.558,13.780,15.453,9.725,15.012,21.574,13.361,1.400,15.847,22.852,2.734,-8.040,7.374,8.994,4.406,-6.879,11.326,8.864,12.794,19.330,12.439,6.674,18.828,19.255,20.096,17.154,0.423,0.165,0.345,0.759,14.497,23.030,10.737,9.651,25.570,31.411,22.566,22.679,28.166,33.918,25.544,24.994,29.904,37.085,28.488,24.114,0.553,0.735,0.384,0.549,-5.304,-22.284,-2.821,9.239,0.626,-15.820,4.177,13.603,-1.886,-15.124,3.237,6.381,1.690,-9.043,6.187,8.057,-10.234,-14.160,-8.358,-8.115,-11.262,-18.705,-9.985,-5.098,-21.023,-24.882,-19.343,-18.791,-25.620,-32.043,-26.290,-18.545,-5.930,-6.465,-6.999,-4.364,2.512,-0.696,0.941,7.222,-6.993,-13.242,-9.008,1.182,4.931,-8.124,5.537,17.354,5.959,-3.579,7.164,14.337,19.137,9.758,22.579,25.172,5.860,6.518,6.750,4.368,83.678,69.597,87.812,93.887,37.790,0.000,72.993,39.737,NaN,NaN,NaN,NaN,138.884,152.824,151.280,110.387,NaN,NaN,NaN,NaN,410.259,441.818,479.938,311.515,1774.476,1668.709,1756.431,1896.234,2758.682,2618.572,2629.761,3021.324,4320.274,4346.734,4404.446,4209.240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.396,126.059,66.169,122.691,226.185,104.432,143.015,426.776,154.126,89.122,98.217,276.377,270.084,224.010,193.886,388.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.070,0.042,0.080,0.083,0.014,0.000,0.008,0.027,
genderreveal_tenpercentoff.mat,SH,1810.000,1910.000,-12.344,1.632,-19.907,-18.850,-17.368,-5.493,-29.007,-17.870,-9.424,-2.490,-15.950,-9.941,-20.638,-8.788,-29.133,-24.170,10.054,4.595,14.412,11.289,32.178,32.408,36.665,27.577,6.114,1.262,10.531,6.614,5.024,7.125,9.100,-0.980,-7.944,-3.004,-13.056,-7.929,8.295,10.420,9.226,5.320,-22.398,-2.964,-34.318,-30.139,-44.521,-30.776,-56.572,-46.427,-15.538,-3.752,-26.481,-16.555,4.316,3.971,1.599,7.402,16.509,15.193,16.946,17.341,3.701,2.297,5.094,3.713,28.779,18.063,39.022,29.462,36.561,32.433,43.706,33.701,33.794,32.014,38.282,31.201,26.781,26.196,29.371,24.863,0.244,0.107,0.403,0.226,-10.528,3.605,-18.153,-17.121,-10.138,1.668,-20.605,-11.695,-15.531,-9.772,-22.683,-14.322,-10.300,0.435,-19.838,-11.711,-1.336,-6.684,0.569,2.178,15.775,12.780,19.048,15.572,-17.923,-20.347,-17.495,-15.961,1.799,-2.709,8.932,-0.788,-0.390,1.937,2.452,-5.426,5.393,11.441,2.078,2.627,-0.227,3.171,1.685,-5.410,-9.192,10.289,-18.722,-19.298,-26.303,-9.175,-37.201,-32.693,2.392,10.574,-5.188,1.639,-19.346,-12.814,-24.612,-20.717,89.711,90.227,89.281,90.048,0.000,0.000,0.000,0.000,NaN,NaN,NaN,NaN,101.168,93.003,79.104,130.355,NaN,NaN,NaN,NaN,242.876,183.004,194.334,349.863,2472.123,2517.393,2623.978,2282.916,3410.972,3547.760,3583.156,3104.029,4344.921,4435.472,4344.241,4250.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,694.621,644.180,970.383,477.411,398.509,451.792,412.334,329.029,221.903,219.564,275.083,176.041,446.495,584.106,399.193,348.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.099,0.088,0.114,0.088,0.003,0.008,0.000,0.003,
genderreveal_tenpercentoff.mat,OW,1910.000,2160.000,-0.809,0.416,-7.880,4.956,9.432,14.222,5.530,8.547,8.091,8.232,11.637,4.448,-1.744,-1.397,0.436,-4.266,-3.517,-0.824,-3.896,-5.846,-2.452,-1.687,-2.099,-3.611,2.005,-2.374,2.724,5.605,-10.241,-13.807,-13.410,-3.591,1.341,5.990,-6.107,4.100,0.935,1.812,-8.316,9.222,2.708,1.240,-3.984,10.802,1.644,2.102,-5.781,8.567,6.086,10.606,8.913,-1.157,19.149,1.630,18.194,37.632,20.717,19.495,25.023,17.623,8.488,11.395,12.630,1.440,7.160,4.614,10.493,6.346,5.934,5.205,3.853,8.702,11.280,7.055,8.362,18.389,17.467,10.648,16.197,25.534,0.135,0.180,0.050,0.171,-0.375,0.543,-7.835,6.080,10.707,14.737,5.712,11.663,8.690,10.491,12.379,3.248,24.049,26.067,30.353,15.773,14.233,16.503,19.241,6.994,-0.789,6.795,6.933,-16.080,-7.551,-2.952,-1.220,-18.502,-17.144,-4.004,-15.470,-32.026,-11.082,-14.194,-13.547,-5.583,2.017,4.245,-6.667,8.415,-24.424,-25.524,-38.189,-9.693,-14.608,-15.960,-27.077,-0.914,0.414,-6.252,-14.768,22.160,16.240,13.443,13.599,21.750,8.890,-0.851,13.189,14.356,66.291,64.495,43.896,90.328,128.119,93.090,266.752,24.824,NaN,NaN,NaN,NaN,226.321,231.296,281.534,165.730,NaN,NaN,NaN,NaN,577.983,672.117,692.295,370.938,1365.874,1656.277,1362.303,1078.734,2439.900,2443.501,2318.931,2556.014,3940.443,4054.723,3921.230,3844.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.933,34.500,50.843,154.138,124.725,59.033,66.759,247.816,312.131,175.438,144.010,616.451,332.040,240.778,230.928,523.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112,0.119,0.118,0.107,0.015,0.014,0.009,0.021,
gettingcurious_intoit.mat,AY,5.658,120.000,9.290,5.501,9.437,10.397,5.089,4.015,7.229,3.353,-1.833,-5.303,-0.664,-1.852,-6.977,-11.180,-7.018,-5.606,-11.245,-12.585,-13.806,-8.301,-3.276,1.667,-5.021,-3.174,-8.675,-1.431,-9.809,-9.949,4.201,1.486,2.208,7.044,6.922,9.317,7.893,5.205,16.267,16.681,16.454,16.003,20.535,18.086,23.243,18.698,12.566,3.834,14.458,13.571,6.841,-3.871,9.144,8.098,7.194,13.184,4.448,7.892,19.202,16.639,17.788,21.047,2.551,2.743,2.932,2.045,19.263,18.425,18.397,20.253,17.845,12.731,15.144,21.469,17.774,11.875,15.164,21.463,17.420,12.261,14.817,20.972,0.320,0.299,0.233,0.441,9.688,5.544,9.857,11.106,7.324,5.101,9.005,6.525,11.050,1.325,9.416,16.353,19.902,18.310,20.739,19.570,6.342,10.219,5.549,5.861,7.225,14.853,5.607,6.346,-0.033,4.532,-3.035,1.186,-15.848,-14.659,-14.256,-17.841,2.364,0.443,0.852,4.581,-3.726,3.776,-0.411,-9.828,-10.080,-12.487,-10.883,-8.465,3.480,-4.395,4.308,5.244,2.597,-9.029,4.250,4.759,11.083,-3.206,12.451,15.167,14.797,14.797,12.177,16.997,167.354,147.402,166.979,187.602,115.425,0.000,142.500,181.691,NaN,NaN,NaN,NaN,206.827,263.258,164.788,201.852,NaN,NaN,NaN,NaN,784.723,894.937,795.914,683.051,1805.936,1665.422,1796.165,1930.963,2532.156,2438.430,2590.227,2551.549,3215.999,2943.681,3396.437,3258.547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.751,103.277,55.803,70.700,361.756,433.907,403.860,263.503,297.710,153.602,431.678,280.210,390.093,295.204,467.413,392.919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.165,0.128,0.179,0.179,0.008,0.005,0.011,0.009,
gettingcurious_intoit.mat,AE,120.000,260.000,13.820,11.575,13.839,16.046,2.453,5.710,1.752,-0.149,3.423,3.294,5.011,2.055,-10.633,-10.992,-13.671,-7.356,-1.327,2.060,1.665,-7.540,-0.327,-1.345,3.752,-3.221,-9.568,-7.567,-11.962,-9.300,11.367,5.865,12.087,16.195,-0.970,2.416,-3.260,-2.204,24.453,22.567,27.510,23.402,15.147,9.515,12.173,23.586,14.147,12.921,10.087,19.267,12.991,10.861,16.974,11.355,1.516,2.973,-2.757,4.149,25.624,23.180,27.267,26.541,1.345,1.296,1.215,1.517,32.538,26.056,32.923,38.666,37.079,28.763,39.121,43.482,37.121,28.143,40.139,43.272,36.299,26.700,40.613,41.823,0.063,0.185,0.000,0.000,15.140,12.843,15.337,17.250,9.467,12.420,10.147,5.849,4.612,5.391,3.578,4.840,11.661,11.300,8.036,15.502,5.624,7.972,6.401,2.559,5.986,7.733,9.255,1.119,-4.296,-2.421,-6.548,-4.001,-11.084,-10.540,-9.205,-13.449,5.673,0.423,5.189,11.400,4.855,7.029,6.569,1.009,3.479,1.543,7.301,1.748,9.516,4.871,8.936,14.691,9.154,5.110,6.082,16.131,8.908,7.812,10.126,8.842,7.763,11.401,2.515,9.093,195.189,191.288,194.619,199.641,195.850,192.648,194.430,200.406,NaN,NaN,NaN,NaN,195.288,189.972,194.985,200.884,NaN,NaN,NaN,NaN,534.238,504.680,523.571,573.763,2023.833,2201.995,2086.883,1786.778,2625.390,2640.408,2670.095,2566.993,3667.887,3386.164,3848.955,3771.998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,170.002,204.970,198.593,108.099,288.940,331.702,240.694,292.020,322.089,368.879,252.687,340.790,420.727,446.118,565.375,258.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.199,0.208,0.191,0.208,0.015,0.011,0.015,0.019,
gettingcurious_intoit.mat,M,260.000,340.000,14.706,15.576,14.150,14.333,12.425,3.925,15.243,18.341,13.584,8.103,14.427,18.371,4.364,-5.006,8.491,10.005,0.793,-7.837,5.704,4.994,-2.424,-3.009,3.904,-7.789,4.900,0.767,8.735,5.523,2.281,11.651,-1.093,-4.008,-1.159,-4.179,0.815,-0.031,10.342,20.581,5.659,4.328,13.913,23.413,8.446,9.339,17.131,18.585,10.246,22.122,8.684,7.337,5.692,12.848,25.377,20.825,30.358,25.370,24.141,22.546,24.936,24.973,2.209,1.641,2.488,2.522,28.895,27.726,28.913,30.030,35.907,32.047,36.693,39.024,38.156,33.664,38.636,42.187,40.013,34.977,41.448,43.722,0.000,0.000,0.000,0.000,20.721,18.857,21.408,21.961,11.302,8.501,11.533,13.879,-0.262,2.466,-3.502,-0.015,17.709,13.530,19.273,20.461,-4.182,-4.481,-3.469,-4.552,-8.625,-9.850,-10.608,-5.600,-7.947,-8.646,-8.122,-7.100,-20.477,-20.058,-21.623,-19.847,9.419,10.356,9.875,8.082,11.564,6.035,15.034,13.894,3.012,5.326,2.135,1.500,24.903,23.338,24.877,26.513,29.346,28.707,32.016,27.561,7.686,11.111,4.620,7.085,11.732,8.829,13.412,13.112,204.644,201.832,204.807,207.332,205.033,204.494,205.138,205.479,NaN,NaN,NaN,NaN,203.971,203.620,203.620,204.633,NaN,NaN,NaN,NaN,287.882,334.732,255.907,268.762,2253.931,2167.731,2337.962,2265.319,2961.293,3206.763,3057.691,2621.232,3840.738,3781.798,3815.805,3922.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.561,208.018,111.857,166.933,435.192,421.314,214.956,645.696,1208.046,1268.127,1657.302,717.962,229.038,265.153,159.845,255.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.198,0.179,0.222,0.214,0.026,0.022,0.027,0.028,
gettingcurious_intoit.mat,L,340.000,367.756,15.259,14.739,15.626,15.446,7.990,13.465,6.751,3.692,11.522,17.644,10.817,5.997,-2.549,1.733,-4.320,-5.105,-2.659,-1.166,-3.546,-3.300,-10.580,-6.201,-12.080,-13.660,-2.770,-1.458,-3.328,-3.486,7.269,1.274,8.875,11.754,-3.531,-4.179,-4.066,-2.305,17.809,13.006,19.946,20.551,17.918,15.905,19.172,18.746,25.839,20.940,27.706,29.106,14.292,19.101,14.144,9.484,17.283,18.060,17.185,16.590,26.244,24.618,26.675,27.415,1.839,2.039,1.797,1.680,29.148,22.866,29.135,35.437,33.541,29.658,33.188,37.727,39.047,35.367,39.131,42.606,39.920,36.864,40.100,42.775,0.000,0.000,0.000,0.000,18.200,20.059,17.994,16.542,10.815,12.889,10.427,9.108,8.046,6.146,9.207,8.832,16.610,16.366,15.888,17.611,-2.779,-5.460,-2.530,-0.317,-3.211,-5.187,-2.902,-1.545,-8.312,-7.673,-7.834,-9.403,-20.053,-19.518,-20.513,-20.076,7.385,7.170,7.566,7.433,2.769,6.743,1.220,0.277,1.590,3.693,2.106,-1.069,20.979,25.519,20.523,16.859,21.411,25.246,20.896,18.087,16.358,13.819,17.041,18.235,12.171,12.351,12.089,12.076,204.396,200.935,205.476,206.813,206.560,205.497,206.395,207.788,NaN,NaN,NaN,NaN,206.109,205.940,205.964,206.198,NaN,NaN,NaN,NaN,607.064,606.354,610.450,604.656,2699.445,2682.697,2657.652,2755.940,3038.428,2931.717,3047.621,3136.131,4110.829,4085.913,4105.645,4140.490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.801,257.336,133.947,97.274,358.041,513.689,278.215,276.992,606.813,769.433,425.985,614.054,147.013,199.883,121.904,117.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.207,0.200,0.182,0.200,0.017,0.018,0.017,0.016,
