,feature,importance_cluster_2
0,AH_sF3_max,0.035534086688595055
1,F0_mean,0.02650480157351897
2,AE_sF1_mean_dist,0.021216160636914737
3,F0_10,0.018622329226667796
4,AH_sF3_mean,0.017466505664910904
5,IH_sF3_mean,0.01710123211088751
6,AX_sF3_max,0.0169003936748464
7,AE_sF3_max,0.016528741125473822
8,IH_sF3_min,0.016375166955519563
9,AH_sF4_min,0.015457464607483097
10,IH_sF3_max,0.014970590343001692
11,IH_sF4_max,0.014022631724245114
12,spectral_DH_kurt,0.012308386906563763
13,AY_sF4_max_third,0.010924747547134852
14,spectral_DH_skew,0.010549866747594273
15,spectral_S_cog,0.009994668418378833
16,AH_sF1_mean,0.009862219869213647
17,UW_sF2_mean_dist,0.009846195488217817
18,spectral_V_intensity,0.00969700395812642
19,AY_sF4_max_first,0.009353160171162852
20,IY_sF4_max,0.009323712472939078
21,AY_sF4_mean_third,0.0087062782644574
22,D_avg_dur,0.008282837438869976
23,IY_sF4_mean,0.007812291184866227
24,UW_sF4_min,0.007730795799964619
25,spectral_S_skew,0.0076325086358872704
26,IH_sF2_min,0.0075536941313798485
27,AY_sF4_mean_first,0.007333079273401115
28,IH_sF1_mean,0.007318405643067574
29,AX_sF3_mean,0.007188934097399546
30,AH_sF3_min,0.00695747485791686
31,AH_sF1_mean_dist,0.006952381526795598
32,UW_sF3_min,0.006807409168546522
33,EH_sF2_max,0.0067368764611820545
34,spectral_S_duration,0.006592180641639772
35,AE_sF3_mean,0.0065532711886255824
36,AH_sF4_mean,0.006402819395017723
37,AH_sF4_max,0.006350638101971994
38,UW_sF2_min,0.006248787094172566
39,AE_sF3_min,0.006108445526682822
40,AO_sF2_max,0.006036000483799615
41,EY_sF4_max_first,0.005953062483447758
42,IH_sF2_max,0.005878658779247743
43,EY_sF4_min_first,0.005847170734163308
44,IH_sF4_mean,0.00581019941408906
45,AH_sF1_max,0.005788775916342567
46,AY_sF2_min_first,0.005778470573391125
47,IY_sF1_mean,0.005751608232192956
48,IH_sF1_max,0.005698626196236073
49,AE_sF4_mean_dist,0.005641898667657592
50,UW_sF1_min,0.005579447503990754
51,AO_sF4_mean,0.005447916260930799
52,vowel_avg_dur,0.00543687279879765
53,AY_sF2_min_third,0.005206819437342373
54,IY_sF1_max,0.0052035190942699054
55,AO_sF4_max,0.005195830551591865
56,AO_sF4_min,0.0051421776630840845
57,IH_sF4_min,0.005121164333796788
58,IH_sF1_min,0.005078391736355622
59,AH_sF1_min,0.005010346481172768
60,spectral_DH_sdev,0.0048649367475061935
61,EY_sF4_mean_first,0.004845267403287899
62,F0_90,0.004799203725350398
63,EY_sF4_min_third,0.004623596893323494
64,UW_sF4_mean,0.004548053685046516
65,IH_sF2_mean_dist,0.004541632299246438
66,EY_sF4_max_third,0.004501323377028093
67,AY_sF2_max_third,0.004448415562540572
68,IH_sF2_mean,0.004410396489720816
69,AO_sF2_mean,0.004344506102893248
70,AY_sF2_max_first,0.004312535103143815
71,AY_sF1_min_first,0.00426426012508355
72,AY_sF2_mean_third,0.004179865035104621
73,AE_sF1_mean,0.004145152904844738
74,EH_sF2_mean,0.0040282420518750585
75,IY_sF3_max,0.0039560050262163705
76,K_avg_dur,0.003856301123362768
77,AY_sF1_min_third,0.0037290476250996137
78,IY_sF4_min,0.0037197260390608427
79,AE_sF2_mean_dist,0.003614457979419738
80,IH_sF3_mean_dist,0.003613808498976472
81,IH_sF4_mean_dist,0.003613209409187984
82,L_avg_dur,0.003584439933923995
83,IY_sF3_mean,0.0035790524380233356
84,AY_sF1_mean_first,0.003553367206440711
85,AY_sF2_mean_first,0.0035358743287754145
86,AE_sF2_min,0.00351539788427344
87,AH_sF2_min,0.003502833812880412
88,AY_sF1_max_third,0.0034766945536882027
89,AY_sF1_mean_third,0.003471819579386576
90,AE_sF3_mean_dist,0.003431786337085227
91,AH_sF4_mean_dist,0.003417437291596834
92,IH_sF1_mean_dist,0.0032575523460977736
93,UW_sF3_mean,0.0031841021410177004
94,AH_sF2_max,0.003157635443565069
95,UW_sF2_max,0.003140945362113207
96,spectral_Z_kurt,0.003130693397277779
97,spectral_F_duration,0.0031177755920895277
98,UW_sF1_mean_dist,0.003042678596553065
99,UW_sF1_max,0.002975277612163348
100,AE_sF4_mean,0.0029236211280030005
101,spectral_V_duration,0.002912818624998193
102,AE_sF4_min,0.0028507676908762743
103,spectral_S_intensity,0.0028439425443347608
104,spectral_Z_skew,0.002753626129276695
105,spectral_S_sdev,0.00274379861857307
106,IY_sF2_min,0.0027431441218900288
107,IY_sF2_mean_dist,0.0027159477086513644
108,IY_sF4_mean_dist,0.002670140353090549
109,AH_sF3_mean_dist,0.0026641870488253064
110,spectral_V_sdev,0.002644409555531687
111,IY_sF1_min,0.0026354503740519536
112,N_avg_dur,0.0025963174101324834
113,R_avg_dur,0.002593226278066471
114,spectral_DH_cog,0.002561855910629203
115,UW_sF1_mean,0.002526867116666736
116,spectral_Z_intensity,0.0025243702462114026
117,EY_sF3_mean_third,0.0025165707830013826
118,UW_sF4_max,0.0024981246226717696
119,EH_sF4_max,0.00249574538514878
120,AH_sF2_mean,0.0024275869420652975
121,AE_sF1_max,0.002425868231018615
122,F0_std,0.002414357563255309
123,UW_avg_dur,0.002413697133592687
124,AY_sF3_max_first,0.002391632378283569
125,ER_avg_dur,0.0023789425637354405
126,EY_sF4_mean_third,0.0023767534153743856
127,spectral_S_kurt,0.002345497020380825
128,AY_avg_dur,0.0023260570942345814
129,spectral_Z_cog,0.00232332610027586
130,AH_sF2_mean_dist,0.0023057180754232406
131,EH_sF3_max,0.0022981640081180706
132,AO_sF1_min,0.002292785165148551
133,AY_sF1_max_first,0.002287386046234164
134,AA_sF1_min,0.00225740650945005
135,UW_sF3_max,0.0021767961766670273
136,AH_avg_dur,0.002157330177040607
137,UW_sF4_mean_dist,0.0021514882208197262
138,UW_sF2_mean,0.002102619057327183
139,AO_avg_dur,0.00208753772244436
140,EH_sF1_mean,0.00208279626537779
141,spectral_V_kurt,0.0020704870145144176
142,AE_sF2_mean,0.00204376761789393
143,AX_sF4_mean_dist,0.002022444765847613
144,HH_avg_dur,0.0019871576258960037
145,EY_sF3_mean_first,0.0019692187958026642
146,EH_sF2_min,0.0019418599084964922
147,EY_sF3_max_first,0.0019222524207884787
148,AE_sF1_min,0.001889374725193717
149,percent_creak,0.0018772098531537676
150,IY_avg_dur,0.0018700204844048665
151,spectral_V_cog,0.0018638702129681
152,AO_sF3_max,0.0018398233886089892
