,feature,importance_cluster_0
0,AY_sF1_max_first,0.022416318925764903
1,IH_sF3_max,0.02113524085546619
2,AH_sF2_mean,0.021135143782272037
3,AY_sF1_max_third,0.02019530187641034
4,IH_sF4_max,0.020153150341777323
5,spectral_TH_sdev,0.01997986094732456
6,IH_sF4_mean_dist,0.017674021899385148
7,IH_sF4_mean,0.016820256668368207
8,IY_sF4_mean_dist,0.01557016669524082
9,spectral_DH_kurt,0.015324778270594483
10,AH_sF2_max,0.015028013870282736
11,spectral_DH_skew,0.01376776399933948
12,IY_sF4_min,0.013673196968872143
13,F0_90,0.012657408570225208
14,UW_avg_dur,0.012428452729354089
15,IY_sF4_mean,0.012082682624971607
16,OW_sF1_max_third,0.011941515092326006
17,IH_sF1_max,0.011770035766080643
18,EH_sF1_mean,0.011738319758781847
19,IY_sF1_mean_dist,0.011629884960965906
20,AY_sF2_max_first,0.011069249356772353
21,EH_sF1_mean_dist,0.010993039326167
22,F0_mean,0.01072396962970705
23,IH_sF3_mean_dist,0.010620054253397307
24,OW_sF1_max_first,0.010409357944518968
25,UW_sF3_mean,0.010148142678577023
26,spectral_TH_kurt,0.01001970350847681
27,AH_avg_dur,0.00941401965048595
28,IH_sF2_max,0.009244095977661801
29,AY_sF2_max_third,0.008818403513351326
30,AH_sF2_min,0.008407709718065258
31,EH_sF2_min,0.008070704093821627
32,AA_avg_dur,0.0072578384952514535
33,EH_sF1_max,0.006993073571198238
34,IH_sF3_mean,0.0067886750551691645
35,UW_sF3_mean_dist,0.006755850507476603
36,F0_std,0.006690043530721933
37,AW_sF3_max_third,0.006373817988648166
38,EH_sF3_min,0.006319331564447332
39,EH_sF1_min,0.006104079790124679
40,AY_sF1_min_first,0.0060365303123258805
41,AY_sF1_min_third,0.005984695774294576
42,D_avg_dur,0.0057639266008560315
43,AH_sF4_mean_dist,0.005749227714795151
44,IY_sF4_max,0.005726508198740406
45,ER_avg_dur,0.005461763753929119
46,T_avg_dur,0.0054552688178399495
47,AH_sF1_mean,0.005381229067264235
48,IH_sF1_mean_dist,0.0052213440752718185
49,IH_sF2_mean_dist,0.005116740187023351
50,IH_sF2_mean,0.005100707512626009
51,EH_sF2_max,0.005087510706503944
52,EH_sF4_mean_dist,0.00499563724817896
53,OW_sF4_min_first,0.004949512899962828
54,P_avg_dur,0.004876921655936267
55,EH_avg_dur,0.004875816664712515
56,F0_10,0.004866917893237577
57,OW_sF4_max_first,0.0048511902570832835
58,AY_sF4_max_third,0.004850023659505225
59,EH_sF2_mean_dist,0.004809930887656478
60,AH_sF4_mean,0.004746547061920667
61,OW_sF4_mean_first,0.004745576695166349
62,AY_sF3_min_first,0.00470605197243273
63,EH_sF4_mean,0.004549620852149515
64,EH_sF4_max,0.004506788367712764
65,EH_sF4_min,0.0043086060923019955
66,AH_sF1_max,0.004304225504690694
67,UW_sF2_max,0.0042719328394404945
68,AY_sF3_min_third,0.004219733063884023
69,K_avg_dur,0.00413893317890965
70,UW_sF2_min,0.004131937406502667
71,OW_sF4_mean_third,0.004114672539523918
72,UW_sF2_mean,0.004094184131528708
73,F0_range,0.003972549617182934
74,AH_sF1_min,0.003962719322046755
75,AY_sF2_mean_third,0.003930313830919658
76,spectral_V_skew,0.0038997566352853216
77,N_avg_dur,0.003852235767305113
78,EH_sF3_mean,0.003839070947930955
79,AH_sF4_min,0.0037997622625064184
80,AH_sF2_mean_dist,0.003703649827866688
81,IH_sF4_min,0.0036123160211363244
82,AH_sF4_max,0.003588377427149307
83,AY_sF2_mean_first,0.0035423804119578293
84,spectral_DH_intensity,0.0035341727240167102
85,AY_sF1_mean_third,0.003482060972694355
86,spectral_DH_cog,0.003455122275259815
87,spectral_Z_cog,0.0034209091784784544
88,EH_sF2_mean,0.0032564433644274734
89,spectral_F_cog,0.0032123504830320593
90,AY_sF3_mean_third,0.003183025284199336
91,IY_sF3_max,0.0031398640211361055
92,OW_sF4_max_third,0.003128491174369604
93,IH_sF2_min,0.003101408653429172
94,AY_sF1_mean_first,0.0030173049613890367
95,IY_sF2_max,0.0030140607865128065
96,spectral_S_intensity,0.003012518042841902
97,IY_sF3_min,0.0030048901590619174
98,IY_sF1_min,0.0029855930998027563
99,OW_sF1_min_first,0.0029734468724961416
100,IH_sF3_min,0.0029113222824690725
101,OW_sF4_min_third,0.002867757368724423
102,AY_sF4_max_first,0.0027598159034082923
103,AH_sF3_max,0.0027375182202290056
104,AY_sF3_max_third,0.0027260246732970146
105,spectral_Z_skew,0.002697396432810044
106,UW_sF2_mean_dist,0.0026268753230576144
107,AE_sF1_mean,0.002607938163831443
108,EY_avg_dur,0.0025697325646999104
109,AA_sF4_max,0.002537532484380075
110,IY_sF3_mean,0.002517878912400266
111,AH_sF3_min,0.002510299105207294
112,AY_sF2_min_third,0.002496804279655129
113,IY_sF3_mean_dist,0.0024848064913764777
114,AY_avg_dur,0.0024672993317894107
115,AY_sF4_min_first,0.002463097731140831
116,AY_sF3_mean_first,0.0024310299318989863
117,AY_sF3_max_first,0.002416919356944216
118,IH_sF1_mean,0.002395379361549171
119,UW_sF3_max,0.0023726335274304377
120,R_avg_dur,0.0023519579501282187
121,spectral_DH_sdev,0.0023009725120695626
