,feature,importance_cluster_3
0,AA_sF2_mean_dist,0.050523497245846864
1,spectral_F_kurt,0.02560078851273538
2,AA_sF3_min,0.022754729259778738
3,AA_sF3_mean_dist,0.0216543720106111
4,AA_sF1_mean_dist,0.020440480725159776
5,EY_avg_dur,0.018255556669695836
6,N_avg_dur,0.015160853932838577
7,F0_mean,0.014984053601072462
8,AE_sF4_mean,0.014858857734011187
9,IY_sF3_mean_dist,0.013703296035458085
10,spectral_F_intensity,0.013246375310813505
11,spectral_F_sdev,0.012883223813209936
12,F0_10,0.012157862687629025
13,AO_sF4_mean_dist,0.012038260756134563
14,AE_sF4_min,0.01190859040136672
15,AA_sF4_max,0.011254015709006913
16,F0_range,0.01112868437593424
17,spectral_Z_intensity,0.010846658714858442
18,AE_sF2_min,0.010612049137955281
19,spectral_S_duration,0.010018080592611542
20,AA_sF2_mean,0.009770737540122986
21,AO_sF1_mean_dist,0.009708791147914215
22,EH_sF1_min,0.00969697245257374
23,spectral_F_skew,0.009491864674096436
24,EY_sF2_min_third,0.00942600034660599
25,F0_std,0.008959318293815278
26,spectral_F_cog,0.008777275022340374
27,AA_sF1_min,0.0087696445406243
28,AA_sF2_min,0.008254262567961732
29,AA_sF1_max,0.00807256943374265
30,AA_sF1_mean,0.007958748480436395
31,AO_sF1_mean,0.007737009949996637
32,EY_sF2_min_first,0.007502300100620343
33,IY_sF4_mean_dist,0.007336802029099605
34,AH_sF1_max,0.0069158453244933405
35,IH_sF4_min,0.006693696217879961
36,AA_sF4_mean_dist,0.00643509296303317
37,EY_sF2_max_first,0.006332677416752672
38,T_avg_dur,0.006140280451288935
39,AA_sF2_max,0.00612146968148568
40,AE_sF3_max,0.00608299951232043
41,IH_sF1_mean,0.005839081585540074
42,M_avg_dur,0.0058164847644429155
43,EY_sF2_mean_first,0.0057257419902296885
44,AE_sF3_min,0.0057140453557591115
45,AH_sF4_min,0.005699180140845994
46,IH_sF1_mean_dist,0.005436379280567175
47,OW_sF1_min_third,0.0054359149999560616
48,EH_sF1_mean_dist,0.0054327542530518535
49,AH_sF3_min,0.005426866745604369
50,IH_sF4_mean,0.005278333275745369
51,K_avg_dur,0.005196488047244402
52,EY_sF2_max_third,0.005179627080496275
53,IH_sF1_max,0.005109662637740883
54,IH_sF4_max,0.005031189165368996
55,EY_sF2_mean_third,0.005028374427696658
56,AE_sF3_mean_dist,0.005014234487632415
57,IY_sF2_mean_dist,0.004863254889554176
58,AH_sF2_min,0.004835234026296988
59,AH_sF3_mean,0.004814041615286038
60,OW_sF1_min_first,0.004761174293951045
61,AH_sF3_mean_dist,0.004717262054891298
62,vowel_avg_dur,0.00463851901717239
63,AE_sF3_mean,0.004578560742482519
64,IH_sF3_max,0.0044789187781925045
65,IY_sF3_max,0.004449151142012581
66,EY_sF3_mean_third,0.004418376443611412
67,AH_sF4_mean_dist,0.00440596357280045
68,EY_sF1_min_first,0.004377900442465012
69,AE_sF1_min,0.004348943055987837
70,spectral_Z_duration,0.004293083645443555
71,spectral_S_sdev,0.004221496764970907
72,IY_sF2_min,0.004206295037157435
73,AA_avg_dur,0.004015650639677339
74,spectral_TH_cog,0.004005114047981701
75,AX_sF1_mean_dist,0.0038668907492871957
76,CH_avg_dur,0.0038267368126848065
77,F0_90,0.003820305806080506
78,spectral_S_skew,0.0037977754771101636
79,ER_avg_dur,0.003757967671181634
80,spectral_V_duration,0.0036440245225743723
81,spectral_S_intensity,0.003609928076653918
82,AX_sF1_min,0.0035691882697913083
83,D_avg_dur,0.0035622017920655877
84,spectral_Z_kurt,0.0035183896846398143
85,UW_sF3_mean_dist,0.0034222619471568193
86,spectral_S_kurt,0.003406723249463064
87,IH_sF1_min,0.0033794337763140255
88,NG_avg_dur,0.0032808411329032852
89,IY_sF4_max,0.003253873294335822
90,IY_sF4_min,0.0032274585120718817
91,EY_sF1_mean_first,0.003224159476855685
92,AY_sF1_max_third,0.0032128717284779745
93,spectral_F_duration,0.0031449112556519608
94,AA_sF4_min,0.003125945591501542
95,AA_sF3_mean,0.0030963116504642316
96,AH_avg_dur,0.0030719220604831436
97,W_avg_dur,0.0030271009101298808
98,IH_sF3_mean_dist,0.0030217155069009022
99,UW_sF1_min,0.003008516731006144
100,IH_sF2_mean_dist,0.0029504702450954203
101,IH_sF3_mean,0.0028979490035066276
102,UW_sF2_min,0.002858030707271153
103,AY_sF3_mean_third,0.002812888576079421
104,spectral_TH_duration,0.002755954126368636
105,EY_sF3_mean_first,0.002747507702968374
106,AH_sF2_mean_dist,0.0027408139330609162
107,AO_sF3_max,0.002738214330169916
108,EY_sF1_min_third,0.0027299905456230297
109,AA_sF4_mean,0.00259580311135106
110,spectral_Z_sdev,0.002560972060015514
111,IH_sF3_min,0.002559116210038252
112,AY_sF4_max_first,0.0024530202258739625
113,AA_sF3_max,0.0024503402196375625
114,EH_avg_dur,0.002442760083711962
115,R_avg_dur,0.002371902040012445
116,AH_sF1_mean_dist,0.002311652604690389
117,B_avg_dur,0.002299277796924273
118,AY_sF3_max_first,0.0022709256379667138
119,AH_sF2_mean,0.0022651646733937115
120,AY_sF4_mean_first,0.0022358941740113843
121,AO_sF3_mean,0.0022256752160833932
122,IH_avg_dur,0.002197105044422793
123,AY_sF1_max_first,0.0021641888265327975
124,AY_sF1_min_first,0.00215773095340768
125,AY_sF4_mean_third,0.0021450641824298537
126,AO_sF2_min,0.002110993692489272
127,AO_sF1_min,0.002109555496424379
128,AE_sF4_mean_dist,0.00208903983225557
129,AE_sF1_mean_dist,0.0020808176224626244
130,IH_sF2_min,0.0020669210220204265
131,AE_sF1_max,0.002049355341671203
132,AY_sF3_mean_first,0.002025482487185777
133,spectral_S_cog,0.0020159372218070378
134,EH_sF4_min,0.0020130702732801113
135,AE_sF2_mean_dist,0.0020051083965029687
136,spectral_Z_cog,0.001990626200366697
137,EY_sF1_max_first,0.001987965228459714
